t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,15457.97610728304,15457.97610728304,15413.52013655544
2021-12-31T23:00-07:00,15470.677813205213,15470.677813205213,15426.221842477611
2021-12-31T23:15-07:00,15483.379519127384,15483.379519127384,14035.385043999802
2021-12-31T23:30-07:00,15502.432078010643,15502.432078010643,15457.97610728304
2021-12-31T23:45-07:00,15477.0286661663,15470.677813205213,14029.611541307906
2022-01-01T00:00-07:00,15508.782930971729,15502.432078010643,15464.326960244127
2022-01-01T00:15-07:00,15451.625254321954,15451.625254321954,15413.52013655544
2022-01-01T00:30-07:00,15483.379519127384,15489.73037208847,15451.625254321954
2022-01-01T00:45-07:00,15445.27440136087,15445.27440136087,15413.52013655544
2022-01-01T01:00-07:00,15438.923548399784,15438.923548399784,15400.818430633268
2022-01-01T01:15-07:00,15477.0286661663,15477.0286661663,15445.27440136087
2022-01-01T01:30-07:00,15502.432078010643,15508.782930971729,15464.326960244127
2022-01-01T01:45-07:00,15502.432078010643,15502.432078010643,15464.326960244127
2022-01-01T02:00-07:00,15457.97610728304,15457.97610728304,15426.221842477611
2022-01-01T02:15-07:00,15457.97610728304,15445.27440136087,15419.870989516527
2022-01-01T02:30-07:00,15483.379519127384,15477.0286661663,15457.97610728304
2022-01-01T02:45-07:00,15470.677813205213,15470.677813205213,15438.923548399784
2022-01-01T03:00-07:00,15477.0286661663,15464.326960244127,15438.923548399784
2022-01-01T03:15-07:00,15470.677813205213,15464.326960244127,15432.572695438697
2022-01-01T03:30-07:00,15477.0286661663,15470.677813205213,15445.27440136087
2022-01-01T03:45-07:00,15477.0286661663,15470.677813205213,15432.572695438697
2022-01-01T04:00-07:00,15470.677813205213,15464.326960244127,15426.221842477611
2022-01-01T04:15-07:00,15451.625254321954,15445.27440136087,15426.221842477611
2022-01-01T04:30-07:00,15438.923548399784,15438.923548399784,15407.169283594354
2022-01-01T04:45-07:00,15432.572695438697,15426.221842477611,15400.818430633268
2022-01-01T05:00-07:00,15426.221842477611,15432.572695438697,15394.467577672182
2022-01-01T05:15-07:00,15419.870989516527,15419.870989516527,15388.116724711097
2022-01-01T05:30-07:00,15413.52013655544,15400.818430633268,15369.064165827838
2022-01-01T05:45-07:00,15426.221842477611,15419.870989516527,15388.116724711097
2022-01-01T06:00-07:00,15413.52013655544,15400.818430633268,15375.415018788924
2022-01-01T06:15-07:00,15426.221842477611,15426.221842477611,15394.467577672182
2022-01-01T06:30-07:00,15438.923548399784,15432.572695438697,15400.818430633268
2022-01-01T06:45-07:00,15457.97610728304,15464.326960244127,15432.572695438697
2022-01-01T07:00-07:00,15527.835489854986,15527.835489854986,15496.081225049556
2022-01-01T07:15-07:00,15527.835489854986,15521.4846368939,15496.081225049556
2022-01-01T07:30-07:00,15540.537195777157,15527.835489854986,15508.782930971729
2022-01-01T07:45-07:00,15521.4846368939,15508.782930971729,15483.379519127384
2022-01-01T08:00-07:00,15546.888048738243,15534.186342816072,15515.133783932813
2022-01-01T08:15-07:00,15527.835489854986,15521.4846368939,15496.081225049556
2022-01-01T08:30-07:00,15546.888048738243,15546.888048738243,15521.4846368939
2022-01-01T08:45-07:00,15521.4846368939,15515.133783932813,15496.081225049556
2022-01-01T09:00-07:00,15559.589754660416,15553.23890169933,15521.4846368939
2022-01-01T09:15-07:00,15521.4846368939,15515.133783932813,15496.081225049556
