t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,53031.93162614389,54265.72915140212,54996.07724192699
2021-12-31T23:00-07:00,53031.93162614389,54265.72915140212,55557.26170357931
2021-12-31T23:15-07:00,53312.523856970045,54546.898732497466,55557.26170357931
2021-12-31T23:30-07:00,53312.523856970045,54546.898732497466,55390.40747578351
2021-12-31T23:45-07:00,53031.93162614389,54546.898732497466,55557.26170357931
2022-01-01T00:00-07:00,53372.56828496577,54322.886828051895,55328.63099698022
2022-01-01T00:15-07:00,53202.827305824016,54434.89278027468,55557.26170357931
2022-01-01T00:30-07:00,53202.827305824016,54715.485011100835,55276.66947275315
2022-01-01T00:45-07:00,53482.842186380985,54602.90170860886,55722.961230836736
2022-01-01T01:00-07:00,53593.1160877962,54434.89278027468,55276.66947275315
2022-01-01T01:15-07:00,53593.1160877962,54828.06831359281,55557.26170357931
2022-01-01T01:30-07:00,53422.220408116074,54265.72915140212,55390.40747578351
2022-01-01T01:45-07:00,53482.842186380985,54715.485011100835,55162.9314697228
2022-01-01T02:00-07:00,53482.842186380985,54434.89278027468,55276.66947275315
2022-01-01T02:15-07:00,53312.523856970045,54996.07724192699,55837.853934405466
2022-01-01T02:30-07:00,53482.842186380985,54154.30054944852,54602.90170860886
2022-01-01T02:45-07:00,53031.93162614389,54434.89278027468,54715.485011100835
2022-01-01T03:00-07:00,53202.827305824016,54715.485011100835,55162.9314697228
2022-01-01T03:15-07:00,53593.1160877962,54715.485011100835,55837.853934405466
2022-01-01T03:30-07:00,53482.842186380985,54715.485011100835,54996.07724192699
2022-01-01T03:45-07:00,53762.857066937955,54715.485011100835,55162.9314697228
2022-01-01T04:00-07:00,53482.842186380985,54882.91658916583,55442.946350279766
2022-01-01T04:15-07:00,53482.842186380985,54322.886828051895,55442.946350279766
2022-01-01T04:30-07:00,53652.00581525355,54882.91658916583,56002.976111393706
2022-01-01T04:45-07:00,53372.56828496577,54490.31840611688,54769.75593640466
2022-01-01T05:00-07:00,53652.00581525355,55162.9314697228,55328.63099698022
2022-01-01T05:15-07:00,53372.56828496577,54210.880875829105,55049.19346669244
2022-01-01T05:30-07:00,53372.56828496577,54769.75593640466,54769.75593640466
2022-01-01T05:45-07:00,53541.15456356914,54490.31840611688,55214.315643680675
2022-01-01T06:00-07:00,53541.15456356914,54656.595283643495,54935.45546366208
2022-01-01T06:15-07:00,53482.842186380985,55162.9314697228,55722.961230836736
2022-01-01T06:30-07:00,53652.00581525355,54602.90170860886,55328.63099698022
2022-01-01T06:45-07:00,53762.857066937955,54434.89278027468,55162.9314697228
2022-01-01T07:00-07:00,54095.41082199118,55222.39854744933,55504.145478813865
2022-01-01T07:15-07:00,53984.559570306774,54940.65161608479,55109.23789468816
2022-01-01T07:30-07:00,52859.88124592538,53813.66389062664,53984.559570306774
2022-01-01T07:45-07:00,52859.88124592538,54095.41082199118,54546.898732497466
2022-01-01T08:00-07:00,50996.19457698127,52229.9921022395,52404.92923380395
2022-01-01T08:15-07:00,51277.94150834581,52123.18230243942,52297.54208373468
2022-01-01T08:30-07:00,50432.70071425219,51277.94150834581,51559.68843971034
2022-01-01T08:45-07:00,49587.45992015858,50818.370694070865,50714.44764561673
2022-01-01T09:00-07:00,49124.4250042685,49971.39784916968,50818.370694070865
2022-01-01T09:15-07:00,49767.01585387655,50714.44764561673,50610.5245971626
2022-01-01T09:30-07:00,48923.50711059051,50150.95378288766,50610.5245971626
2022-01-01T09:45-07:00,49023.966057429505,49971.39784916968,50432.70071425219
2022-01-01T10:00-07:00,48742.21912606497,50432.70071425219,49869.206851523115
2022-01-01T10:15-07:00,49305.71298879405,49305.71298879405,50150.95378288766
2022-01-01T10:30-07:00,48742.21912606497,49689.073567535954,49869.206851523115
2022-01-01T10:45-07:00,48460.47219470043,48742.21912606497,49587.45992015858
2022-01-01T11:00-07:00,48742.21912606497,49305.71298879405,49767.01585387655
2022-01-01T11:15-07:00,47712.80359609987,48460.47219470043,48742.21912606497
2022-01-01T11:30-07:00,48559.77644100105,49689.073567535954,49305.71298879405
2022-01-01T11:45-07:00,47995.12787773359,48842.10072263477,48742.21912606497
2022-01-01T12:00-07:00,48178.725263335895,48742.21912606497,49305.71298879405
2022-01-01T12:15-07:00,48460.47219470043,49869.206851523115,50432.70071425219
2022-01-01T12:30-07:00,47896.97833197135,48742.21912606497,49305.71298879405
2022-01-01T12:45-07:00,48460.47219470043,49023.966057429505,49023.966057429505
2022-01-01T13:00-07:00,49023.966057429505,49406.749285902224,49869.206851523115
2022-01-01T13:15-07:00,53531.916959262104,54095.41082199118,54658.904684720255
2022-01-01T13:30-07:00,48460.47219470043,49869.206851523115,49305.71298879405
2022-01-01T13:45-07:00,49023.966057429505,51100.69497570459,50150.95378288766
2022-01-01T14:00-07:00,49305.71298879405,50150.95378288766,50432.70071425219
2022-01-01T14:15-07:00,50432.70071425219,51841.43537107488,51277.94150834581
2022-01-01T14:30-07:00,49587.45992015858,50536.046412437136,50432.70071425219
2022-01-01T14:45-07:00,49869.206851523115,50818.370694070865,51277.94150834581
2022-01-01T15:00-07:00,50714.44764561673,51841.43537107488,51559.68843971034
2022-01-01T15:15-07:00,51277.94150834581,52686.676165168494,52404.92923380395
2022-01-01T15:30-07:00,51172.86375935329,52123.18230243942,52297.54208373468
2022-01-01T15:45-07:00,51841.43537107488,52404.92923380395,53141.05082702073
2022-01-01T16:00-07:00,52123.18230243942,53250.17002789757,53531.916959262104
2022-01-01T16:15-07:00,53141.05082702073,55504.145478813865,54828.06831359281
2022-01-01T16:30-07:00,53984.559570306774,54265.72915140212,54828.06831359281
2022-01-01T16:45-07:00,53873.70831862236,54265.72915140212,54996.07724192699
2022-01-01T17:00-07:00,53873.70831862236,55276.66947275315,55557.26170357931
2022-01-01T17:15-07:00,53762.857066937955,54715.485011100835,54996.07724192699
2022-01-01T17:30-07:00,54042.871947494925,54602.90170860886,54882.91658916583
2022-01-01T17:45-07:00,53762.857066937955,54322.886828051895,55049.19346669244
2022-01-01T18:00-07:00,54042.871947494925,54882.91658916583,55442.946350279766
2022-01-01T18:15-07:00,54042.871947494925,54322.886828051895,55162.9314697228
2022-01-01T18:30-07:00,53762.857066937955,54882.91658916583,55442.946350279766
2022-01-01T18:45-07:00,53762.857066937955,54715.485011100835,55162.9314697228
2022-01-01T19:00-07:00,53312.523856970045,54546.898732497466,55276.66947275315
2022-01-01T19:15-07:00,53762.857066937955,54715.485011100835,55162.9314697228
2022-01-01T19:30-07:00,53762.857066937955,55276.66947275315,55162.9314697228
2022-01-01T19:45-07:00,53482.842186380985,54715.485011100835,55442.946350279766
