t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,2775.3227439945313,1080.7997039229795,2401.7771198288433
2021-12-31T23:00-07:00,2895.988950255163,965.3296500850544,2281.6882638374013
2021-12-31T23:15-07:00,2895.988950255163,960.7108479315373,2401.7771198288433
2021-12-31T23:30-07:00,2775.3227439945313,965.3296500850544,2401.7771198288433
2021-12-31T23:45-07:00,2775.3227439945313,1085.9958563456862,2401.7771198288433
2022-01-01T00:00-07:00,2641.9548318117277,1080.7997039229795,2270.7186087227983
2022-01-01T00:15-07:00,2654.6565377338993,1080.7997039229795,2401.7771198288433
2022-01-01T00:30-07:00,2654.6565377338993,960.7108479315373,2401.7771198288433
2022-01-01T00:45-07:00,2641.9548318117277,960.7108479315373,2281.6882638374013
2022-01-01T01:00-07:00,2775.3227439945313,965.3296500850544,2401.7771198288433
2022-01-01T01:15-07:00,2882.132543794612,960.7108479315373,2281.6882638374013
2022-01-01T01:30-07:00,2654.6565377338993,1080.7997039229795,2401.7771198288433
2022-01-01T01:45-07:00,2775.3227439945313,1085.9958563456862,2292.657918952004
2022-01-01T02:00-07:00,2654.6565377338993,1080.7997039229795,2401.7771198288433
2022-01-01T02:15-07:00,2775.3227439945313,1080.7997039229795,2401.7771198288433
2022-01-01T02:30-07:00,2775.3227439945313,960.7108479315373,2281.6882638374013
2022-01-01T02:45-07:00,2762.0436878031696,960.7108479315373,2281.6882638374013
2022-01-01T03:00-07:00,2895.988950255163,965.3296500850544,2281.6882638374013
2022-01-01T03:15-07:00,2882.132543794612,960.7108479315373,2401.7771198288433
2022-01-01T03:30-07:00,2882.132543794612,1080.7997039229795,2401.7771198288433
2022-01-01T03:45-07:00,2775.3227439945313,1085.9958563456862,2281.6882638374013
2022-01-01T04:00-07:00,2762.0436878031696,1080.7997039229795,2390.2301144450507
2022-01-01T04:15-07:00,2762.0436878031696,960.7108479315373,2401.7771198288433
2022-01-01T04:30-07:00,2762.0436878031696,960.7108479315373,2390.2301144450507
2022-01-01T04:45-07:00,2748.7646316118085,960.7108479315373,2390.2301144450507
2022-01-01T05:00-07:00,2762.0436878031696,960.7108479315373,2390.2301144450507
2022-01-01T05:15-07:00,2882.132543794612,1080.7997039229795,2390.2301144450507
2022-01-01T05:30-07:00,2882.132543794612,1075.603551500273,2390.2301144450507
2022-01-01T05:45-07:00,2762.0436878031696,1080.7997039229795,2390.2301144450507
2022-01-01T06:00-07:00,2748.7646316118085,1075.603551500273,2390.2301144450507
2022-01-01T06:15-07:00,2762.0436878031696,960.7108479315373,2390.2301144450507
2022-01-01T06:30-07:00,2762.0436878031696,960.7108479315373,2390.2301144450507
2022-01-01T06:45-07:00,2762.0436878031696,960.7108479315373,2401.7771198288433
2022-01-01T07:00-07:00,2775.3227439945313,965.3296500850544,2292.657918952004
2022-01-01T07:15-07:00,2775.3227439945313,1085.9958563456862,2281.6882638374013
2022-01-01T07:30-07:00,2895.988950255163,1085.9958563456862,2281.6882638374013
2022-01-01T07:45-07:00,2895.988950255163,1085.9958563456862,2281.6882638374013
2022-01-01T08:00-07:00,2788.6018001858924,1091.1920087683927,2303.627574066607
2022-01-01T08:15-07:00,2775.3227439945313,965.3296500850544,2292.657918952004
2022-01-01T08:30-07:00,2775.3227439945313,965.3296500850544,2292.657918952004
