t,pu
2021-12-31T22:45-07:00,16.52892561983471
2021-12-31T23:00-07:00,13.91304347826087
2021-12-31T23:15-07:00,16.609899467120798
2021-12-31T23:30-07:00,13.157894736842104
2021-12-31T23:45-07:00,15.827958756110586
2022-01-01T00:00-07:00,11.699559217666733
2022-01-01T00:15-07:00,21.633888048411503
2022-01-01T00:30-07:00,10.128388017118407
2022-01-01T00:45-07:00,9.63302752293578
2022-01-01T01:00-07:00,16.916167664670663
2022-01-01T01:15-07:00,18.558497930616785
2022-01-01T01:30-07:00,11.032788073231314
2022-01-01T01:45-07:00,12.124026000242239
2022-01-01T02:00-07:00,11.173932772019798
2022-01-01T02:15-07:00,14.871016691957516
2022-01-01T02:30-07:00,5.240174672489083
2022-01-01T02:45-07:00,13.764044943820231
2022-01-01T03:00-07:00,10.454545454545455
2022-01-01T03:15-07:00,12.88888888888889
2022-01-01T03:30-07:00,14.059486346563801
2022-01-01T03:45-07:00,8.577096702362397
2022-01-01T04:00-07:00,18.587748087839653
2022-01-01T04:15-07:00,13.761467889908257
2022-01-01T04:30-07:00,11.229429507125198
2022-01-01T04:45-07:00,15.948275862068966
2022-01-01T05:00-07:00,19.461077844311383
2022-01-01T05:15-07:00,14.020216575896924
2022-01-01T05:30-07:00,14.804469273743022
2022-01-01T05:45-07:00,9.764820635092663
2022-01-01T06:00-07:00,18.84481121636768
2022-01-01T06:15-07:00,10.312075983717781
2022-01-01T06:30-07:00,13.6743173983143
2022-01-01T06:45-07:00,13.995943204868155
2022-01-01T07:00-07:00,12.386706948640484
2022-01-01T07:15-07:00,11.002158330890783
2022-01-01T07:30-07:00,5.375222087481322
2022-01-01T07:45-07:00,16.028619480630546
2022-01-01T08:00-07:00,14.577259475218659
2022-01-01T08:15-07:00,11.764705882352942
2022-01-01T08:30-07:00,18.730211966729268
2022-01-01T08:45-07:00,15.076923076923077
2022-01-01T09:00-07:00,10.414357604587599
2022-01-01T09:15-07:00,10.164835164835164
2022-01-01T09:30-07:00,12.195121951219512
2022-01-01T09:45-07:00,17.97752808988764
2022-01-01T10:00-07:00,7.659574468085107
2022-01-01T10:15-07:00,15.55232558139535
2022-01-01T10:30-07:00,9.05109489051095
2022-01-01T10:45-07:00,18.44784582044188
2022-01-01T11:00-07:00,9.71600810059812
2022-01-01T11:15-07:00,15.988372093023257
2022-01-01T11:30-07:00,17.39788199697428
2022-01-01T11:45-07:00,18.075801749271136
2022-01-01T12:00-07:00,12.981455064194009
2022-01-01T12:15-07:00,13.444014480089876
2022-01-01T12:30-07:00,13.609467455621301
2022-01-01T12:45-07:00,9.090909090909092
2022-01-01T13:00-07:00,8.823529411764707
2022-01-01T13:15-07:00,12.09800918836141
2022-01-01T13:30-07:00,14.537444933920705
2022-01-01T13:45-07:00,6.896551724137931
2022-01-01T14:00-07:00,14.035087719298245
2022-01-01T14:15-07:00,11.34020618556701
2022-01-01T14:30-07:00,15.351506456241033
2022-01-01T14:45-07:00,10.256410256410257
2022-01-01T15:00-07:00,16.15751507745674
2022-01-01T15:15-07:00,16.46525679758308
2022-01-01T15:30-07:00,13.78254853452975
2022-01-01T15:45-07:00,16.713483146067414
2022-01-01T16:00-07:00,18.502202643171806
2022-01-01T16:15-07:00,11.958734619734727
2022-01-01T16:30-07:00,21.72081667695114
2022-01-01T16:45-07:00,10.662824207492802
2022-01-01T17:00-07:00,15.15984015984016
2022-01-01T17:15-07:00,8.928571428571429
2022-01-01T17:30-07:00,18.068247461425493
2022-01-01T17:45-07:00,9.108151815840438
2022-01-01T18:00-07:00,12.088668068029811
2022-01-01T18:15-07:00,11.639451427948842
2022-01-01T18:30-07:00,12.107773043673928
2022-01-01T18:45-07:00,8.458983551244195
2022-01-01T19:00-07:00,6.035345115038346
2022-01-01T19:15-07:00,20.675105485232066
2022-01-01T19:30-07:00,14.41482150926345
2022-01-01T19:45-07:00,8.818338693230842
2022-01-01T20:00-07:00,12.679683599190607
2022-01-01T20:15-07:00,15.152650309046638
2022-01-01T20:30-07:00,12.566678361484435
2022-01-01T20:45-07:00,9.288072637226579
2022-01-01T21:00-07:00,16.312654489308816
2022-01-01T21:15-07:00,15.328659862574954
2022-01-01T21:30-07:00,16.129032258064516
2022-01-01T21:45-07:00,12.642017798936077
2022-01-01T22:00-07:00,16.17775028946631
2022-01-01T22:15-07:00,14.626865671641792
2022-01-01T22:30-07:00,12.443958155422722
2022-01-01T22:45-07:00,10.301917859986768
2022-01-01T23:00-07:00,18.825301204819276
2022-01-01T23:15-07:00,17.37460931686262
2022-01-01T23:30-07:00,8.489208633093526
2022-01-01T23:45-07:00,19.280575539568346
2022-01-02T00:00-07:00,16.154144484010867
2022-01-02T00:15-07:00,13.237410071942442
2022-01-02T00:30-07:00,12.390395804310415
2022-01-02T00:45-07:00,14.531908766696453
2022-01-02T01:00-07:00,17.630969035140836
2022-01-02T01:15-07:00,10.87970436108611
2022-01-02T01:30-07:00,13.48871546087324
2022-01-02T01:45-07:00,14.432989690721655
2022-01-02T02:00-07:00,17.967599410898387
2022-01-02T02:15-07:00,5.758426966292141
2022-01-02T02:30-07:00,10.152110516299517
2022-01-02T02:45-07:00,18.98810845732975
2022-01-02T03:00-07:00,17.74628185876206
2022-01-02T03:15-07:00,9.325975561687033
2022-01-02T03:30-07:00,19.661335841956728
2022-01-02T03:45-07:00,15.776086863591672
2022-01-02T04:00-07:00,12.392041949413942
2022-01-02T04:15-07:00,10.719322990126935
2022-01-02T04:30-07:00,17.180616740088105
2022-01-02T04:45-07:00,12.908724404993452
2022-01-02T05:00-07:00,12.408759124087586
2022-01-02T05:15-07:00,12.944629906757223
2022-01-02T05:30-07:00,15.611410680118281
2022-01-02T05:45-07:00,18.03775580780341
2022-01-02T06:00-07:00,10.74156352480694
2022-01-02T06:15-07:00,16.265912305516274
2022-01-02T06:30-07:00,13.852813852813853
2022-01-02T06:45-07:00,3.943661971830981
2022-01-02T07:00-07:00,11.015235447940618
2022-01-02T07:15-07:00,21.209070183892017
