t,vu
2021-12-31T22:45-07:00,0.16488046166529266
2021-12-31T23:00-07:00,0.17844886753603917
2021-12-31T23:15-07:00,0.1920702428316579
2021-12-31T23:30-07:00,0.16454134101192924
2021-12-31T23:45-07:00,0.17852238396045667
2022-01-01T00:00-07:00,0.20559210526315788
2022-01-01T00:15-07:00,0.13749484394335837
2022-01-01T00:30-07:00,0.15091233365344417
2022-01-01T00:45-07:00,0.178743297126364
2022-01-01T01:00-07:00,0.15128593040846577
2022-01-01T01:15-07:00,0.1509744715893432
2022-01-01T01:30-07:00,0.19183337900794117
2022-01-01T01:45-07:00,0.1370426202549055
2022-01-01T02:00-07:00,0.1374381528312322
2022-01-01T02:15-07:00,0.13738150844896901
2022-01-01T02:30-07:00,0.1646090534979424
2022-01-01T02:45-07:00,0.15109890109889487
2022-01-01T03:00-07:00,0.15103666071673139
2022-01-01T03:15-07:00,0.15109890109889487
2022-01-01T03:30-07:00,0.10979961570133881
2022-01-01T03:45-07:00,0.17852238396045667
2022-01-01T04:00-07:00,0.15109890109889487
2022-01-01T04:15-07:00,0.15122353588121454
2022-01-01T04:30-07:00,0.1788170563961548
2022-01-01T04:45-07:00,0.11016248967226033
2022-01-01T05:00-07:00,0.1514734232993603
2022-01-01T05:15-07:00,0.1377790024800283
2022-01-01T05:30-07:00,0.15159867695699483
2022-01-01T05:45-07:00,0.16522098306484923
2022-01-01T06:00-07:00,0.1653575857792476
2022-01-01T06:15-07:00,0.13772207684892512
2022-01-01T06:30-07:00,0.13755158184319743
2022-01-01T06:45-07:00,0.15116119279922421
2022-01-01T07:00-07:00,0.13676148796499527
2022-01-01T07:15-07:00,0.17771701982228919
2022-01-01T07:30-07:00,0.10939422945439006
2022-01-01T07:45-07:00,0.12325390304026294
2022-01-01T08:00-07:00,0.1093045498018793
2022-01-01T08:15-07:00,0.09577233547681563
2022-01-01T08:30-07:00,0.13664935774802478
2022-01-01T08:45-07:00,0.10943912448699789
2022-01-01T09:00-07:00,0.13653741125068888
2022-01-01T09:15-07:00,0.10948405638428282
2022-01-01T09:30-07:00,0.09577233547681563
2022-01-01T09:45-07:00,0.10943912448699789
2022-01-01T10:00-07:00,0.12290045063498566
2022-01-01T10:15-07:00,0.09569377990431244
2022-01-01T10:30-07:00,0.09553705472909041
2022-01-01T10:45-07:00,0.0819336337566571
2022-01-01T11:00-07:00,0.08196721311475409
2022-01-01T11:15-07:00,0.0819000819000819
2022-01-01T11:30-07:00,0.1091703056768497
2022-01-01T11:45-07:00,0.08196721311475409
2022-01-01T12:00-07:00,0.12285012285012285
2022-01-01T12:15-07:00,0.05465974309921364
2022-01-01T12:30-07:00,0.09561535309384585
2022-01-01T12:45-07:00,0.08196721311475409
2022-01-01T13:00-07:00,0.10934937124110916
2022-01-01T13:15-07:00,0.0819336337566571
2022-01-01T13:30-07:00,0.06834335702569089
2022-01-01T13:45-07:00,0.054637344625057434
2022-01-01T14:00-07:00,0.09561535309384585
2022-01-01T14:15-07:00,0.09565455042361921
2022-01-01T14:30-07:00,0.12305168170631665
2022-01-01T14:45-07:00,0.13659336156263427
2022-01-01T15:00-07:00,0.08200082000820008
2022-01-01T15:15-07:00,0.12305168170631665
2022-01-01T15:30-07:00,0.13687380235423563
2022-01-01T15:45-07:00,0.13681762210973394
2022-01-01T16:00-07:00,0.12340600575894693
2022-01-01T16:15-07:00,0.13693002875531227
2022-01-01T16:30-07:00,0.12340600575894693
2022-01-01T16:45-07:00,0.13709898546751376
2022-01-01T17:00-07:00,0.19230769230768607
2022-01-01T17:15-07:00,0.16488046166529266
2022-01-01T17:30-07:00,0.178743297126364
2022-01-01T17:45-07:00,0.16515276630883569
2022-01-01T18:00-07:00,0.19254572961077632
2022-01-01T18:15-07:00,0.17889087656530142
2022-01-01T18:30-07:00,0.16515276630883569
2022-01-01T18:45-07:00,0.1652892561983471
2022-01-01T19:00-07:00,0.17852238396045667
2022-01-01T19:15-07:00,0.16494845360824742
2022-01-01T19:30-07:00,0.20618556701030927
2022-01-01T19:45-07:00,0.19238697265355978
2022-01-01T20:00-07:00,0.16454134101192924
2022-01-01T20:15-07:00,0.20550760378133992
2022-01-01T20:30-07:00,0.20491803278688525
2022-01-01T20:45-07:00,0.23380552881308686
2022-01-01T21:00-07:00,0.232653619816608
2022-01-01T21:15-07:00,0.20593080724876442
2022-01-01T21:30-07:00,0.16481252575195715
2022-01-01T21:45-07:00,0.1921493274773476
2022-01-01T22:00-07:00,0.19222847727584164
2022-01-01T22:15-07:00,0.17786290874265226
2022-01-01T22:30-07:00,0.19175455417065534
2022-01-01T22:45-07:00,0.19191226867716993
2022-01-01T23:00-07:00,0.17793594306050442
2022-01-01T23:15-07:00,0.16454134101192924
2022-01-01T23:30-07:00,0.13709898546751376
2022-01-01T23:45-07:00,0.16427104722792607
2022-01-02T00:00-07:00,0.16406890894175555
2022-01-02T00:15-07:00,0.20695364238410596
2022-01-02T00:30-07:00,0.1653575857792476
2022-01-02T00:45-07:00,0.15153602424575763
2022-01-02T01:00-07:00,0.13760836658869485
2022-01-02T01:15-07:00,0.17896475770925735
2022-01-02T01:30-07:00,0.19262520638414346
2022-01-02T01:45-07:00,0.20627062706270627
2022-01-02T02:00-07:00,0.1374381528312322
2022-01-02T02:15-07:00,0.15091233365344417
2022-01-02T02:30-07:00,0.16454134101192924
2022-01-02T02:45-07:00,0.16454134101192924
2022-01-02T03:00-07:00,0.13698630136986922
2022-01-02T03:15-07:00,0.13709898546751376
2022-01-02T03:30-07:00,0.10970927043334538
2022-01-02T03:45-07:00,0.16454134101192924
2022-01-02T04:00-07:00,0.17830201618434308
2022-01-02T04:15-07:00,0.15085024684585224
2022-01-02T04:30-07:00,0.16474464579901152
2022-01-02T04:45-07:00,0.16481252575195715
2022-01-02T05:00-07:00,0.178743297126364
2022-01-02T05:15-07:00,0.1652892561983471
2022-01-02T05:30-07:00,0.16522098306484923
2022-01-02T05:45-07:00,0.1654259718775848
2022-01-02T06:00-07:00,0.16522098306484923
2022-01-02T06:15-07:00,0.17918676774638806
2022-01-02T06:30-07:00,0.1517241379310282
2022-01-02T06:45-07:00,0.12350761630300536
2022-01-02T07:00-07:00,0.1370426202549055
2022-01-02T07:15-07:00,0.1370426202549055
2022-01-02T07:30-07:00,0.10966415352980871
2022-01-02T07:45-07:00,0.10984484415762111
2022-01-02T08:00-07:00,0.15085024684585224
2022-01-02T08:15-07:00,0.15078821110348933
2022-01-02T08:30-07:00,0.13715539706488072
2022-01-02T08:45-07:00,0.13715539706488072
2022-01-02T09:00-07:00,0.08223684210526316
2022-01-02T09:15-07:00,0.12305168170631665
2022-01-02T09:30-07:00,0.13681762210973394
2022-01-02T09:45-07:00,0.09561535309384585
2022-01-02T10:00-07:00,0.12391573729863693
2022-01-02T10:15-07:00,0.12315270935960591
2022-01-02T10:30-07:00,0.10925976509149884
2022-01-02T10:45-07:00,0.0958116616479668
2022-01-02T11:00-07:00,0.10970927043334538
2022-01-02T11:15-07:00,0.08206811653672548
2022-01-02T11:30-07:00,0.09565455042361921
2022-01-02T11:45-07:00,0.08203445447087777
2022-01-02T12:00-07:00,0.09612743751717186
2022-01-02T12:15-07:00,0.08247422680412371
2022-01-02T12:30-07:00,0.09632585661208827
2022-01-02T12:45-07:00,0.08196721311475409
2022-01-02T13:00-07:00,0.08247422680412371
2022-01-02T13:15-07:00,0.10934937124110916
2022-01-02T13:30-07:00,0.06831534362617223
2022-01-02T13:45-07:00,0.13664935774802478
2022-01-02T14:00-07:00,0.09573304157549856
2022-01-02T14:15-07:00,0.09585102012872045
2022-01-02T14:30-07:00,0.10948405638428282
2022-01-02T14:45-07:00,0.13681762210973394
2022-01-02T15:00-07:00,0.13664935774802478
2022-01-02T15:15-07:00,0.10966415352980871
2022-01-02T15:30-07:00,0.12396694214876033
2022-01-02T15:45-07:00,0.12396694214876033
2022-01-02T16:00-07:00,0.13693002875531227
2022-01-02T16:15-07:00,0.17830201618434308
2022-01-02T16:30-07:00,0.15116119279922421
2022-01-02T16:45-07:00,0.15128593040846577
2022-01-02T17:00-07:00,0.13783597518953072
2022-01-02T17:15-07:00,0.1653575857792476
2022-01-02T17:30-07:00,0.17889087656530142
2022-01-02T17:45-07:00,0.1650846058605035
2022-01-02T18:00-07:00,0.19254572961077632
2022-01-02T18:15-07:00,0.15159867695699483
2022-01-02T18:30-07:00,0.19238697265355978
2022-01-02T18:45-07:00,0.13732491073881425
2022-01-02T19:00-07:00,0.16467682173734047
2022-01-02T19:15-07:00,0.19191226867716993
2022-01-02T19:30-07:00,0.19238697265355978
2022-01-02T19:45-07:00,0.1788170563961548
2022-01-02T20:00-07:00,0.16494845360824742
2022-01-02T20:15-07:00,0.178743297126364
2022-01-02T20:30-07:00,0.20618556701030927
2022-01-02T20:45-07:00,0.19222847727584164
2022-01-02T21:00-07:00,0.17844886753603917
2022-01-02T21:15-07:00,0.19191226867716993
2022-01-02T21:30-07:00,0.16440608302507193
2022-01-02T21:45-07:00,0.20550760378133992
2022-01-02T22:00-07:00,0.20635575732562939
