t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,1173.9148188996232,1130.8443693920426,1361.6228360942835
2021-12-31T23:00-07:00,1213.4574459605153,1122.7557790170376,1343.5806319230453
2021-12-31T23:15-07:00,1236.2224430800566,1168.2682697052078,1361.6228360942835
2021-12-31T23:30-07:00,1170.462167251398,1123.8065405174184,1361.6228360942835
2021-12-31T23:45-07:00,1191.183261375893,1259.0623674658543,1891.2436747845577
2022-01-01T00:00-07:00,1211.1710866532076,1263.080718005367,1479.8642522732453
2022-01-01T00:15-07:00,1242.6368404040709,1232.0654392119977,1451.1121900369412
2022-01-01T00:30-07:00,1213.4574459605153,1243.8030701963567,1444.894039397953
2022-01-01T00:45-07:00,1202.331958988071,1134.5625698876793,2796.7886410103683
2022-01-01T01:00-07:00,1254.3511713856453,1136.1559917584664,2142.789319755854
2022-01-01T01:15-07:00,1225.7146391089075,1122.7557790170376,1372.078774500493
2022-01-01T01:30-07:00,1180.0115872408537,1162.4831562699949,1374.6421706688736
2022-01-01T01:45-07:00,1209.6874188276495,1140.4053058613904,1347.3565409615426
2022-01-01T02:00-07:00,1162.7834421479063,1148.5055607737334,1415.5473697368927
2022-01-01T02:15-07:00,1220.3163494510602,1257.295657703452,1371.4378765647502
2022-01-01T02:30-07:00,1180.0115872408537,1233.2202102277042,1380.559940175437
2022-01-01T02:45-07:00,1204.5951375534517,1249.051148750456,1373.3604725846835
2022-01-01T03:00-07:00,1172.80632325329,1106.7804660365127,1491.4978649326122
2022-01-01T03:15-07:00,1202.331958988071,1144.7470268302031,2297.0111215474667
2022-01-01T03:30-07:00,1222.0310971276188,1096.0243992251708,2240.4885320658564
2022-01-01T03:45-07:00,1243.8030701963567,1123.8065405174184,1479.8642522732453
2022-01-01T04:00-07:00,1198.3713533312912,1167.1713209321128,1390.9291780887934
2022-01-01T04:15-07:00,1197.805515522582,1157.5988063152108,1403.238215218444
2022-01-01T04:30-07:00,1225.7146391089075,1232.0654392119977,1362.4658921881232
2022-01-01T04:45-07:00,1212.3143099147062,1304.7654486260465,1367.5926845248844
2022-01-01T05:00-07:00,1224.55995618986,1243.8030701963567,1355.907107191836
2022-01-01T05:15-07:00,1233.8899834954855,1156.5134044153538,1366.951884376437
2022-01-01T05:30-07:00,1164.9773396940964,1240.3042918418705,1374.740289028417
2022-01-01T05:45-07:00,1137.2299589431432,1215.172193637074,1342.3220275853314
2022-01-01T06:00-07:00,1159.4925121367949,1274.1426970098187,1348.9211301721116
2022-01-01T06:15-07:00,1237.388672872342,1264.8647485181114,1444.2186014378672
2022-01-01T06:30-07:00,1221.673204843912,1263.080718005367,1974.999829034803
2022-01-01T06:45-07:00,1175.5776046555209,1254.940104592643,1448.3871383039416
2022-01-01T07:00-07:00,1190.5425073130095,1233.7975076388984,1378.4873627087395
2022-01-01T07:15-07:00,1208.5558295449591,1175.9469948086992,1397.453236240757
2022-01-01T07:30-07:00,1181.1201674599831,1157.5988063152108,2241.5335998570963
2022-01-01T07:45-07:00,1159.2269505704244,1134.0313752314669,2162.1767581151485
2022-01-01T08:00-07:00,1238.9937129196005,1118.2119855090684,1402.672502672173
2022-01-01T08:15-07:00,1238.4163274117473,1196.7835588769115,1375.9238687530637
2022-01-01T08:30-07:00,1144.7470268302031,1129.0604281872857,1362.8930842115606
2022-01-01T08:45-07:00,1183.3371587526494,1276.7581642836592,1354.2789128316472
2022-01-01T09:00-07:00,1213.0821866757203,1251.383697312656,1900.0771340132796
2022-01-01T09:15-07:00,1207.4241539275413,1250.8005379276988,1494.9908341713303
2022-01-01T09:30-07:00,1207.9899917362502,1297.3060548690892,1482.635491278959
2022-01-01T09:45-07:00,1188.3254314475466,1200.143771559026,1450.9735994772648
2022-01-01T10:00-07:00,1223.174233173428,1139.3429975978906,1348.6151452992567
2022-01-01T10:15-07:00,1223.7458448041775,1199.5837076274208,1886.7806560357199
2022-01-01T10:30-07:00,1209.1215810189403,1152.8010632505798,1350.503099818505
2022-01-01T10:45-07:00,1157.056063959854,1153.3380317838962,1376.5647666888067
2022-01-01T11:00-07:00,1220.8879610818096,1187.7712259107784,1362.2579601529221
2022-01-01T11:15-07:00,1251.383697312656,1177.5924598142549,2227.07096008686
2022-01-01T11:30-07:00,1203.5038987873825,1260.8290772282562,2199.150332959839
2022-01-01T11:45-07:00,1194.5434740580074,1327.5764681123667,1373.3604725846835
2022-01-01T12:00-07:00,1219.173213405251,1215.3454515758287,1509.459182682201
2022-01-01T12:15-07:00,1238.9937129196005,1286.7520630746217,1977.3437394672562
2022-01-01T12:30-07:00,1134.0313752314669,1143.5923117008147,1455.0265364570496
2022-01-01T12:45-07:00,1187.7712259107784,1161.397754370138,1473.0282936458254
2022-01-01T13:00-07:00,1236.1069615736524,1253.7161568972274,1360.3526848833312
2022-01-01T13:15-07:00,1221.4594854968693,1299.7308889990888,1374.001272733131
2022-01-01T13:30-07:00,1225.4605052650465,1301.5495608473343,1354.908263013182
2022-01-01T13:45-07:00,1236.6842589848466,1240.1483958386482,1366.0685106921037
2022-01-01T14:00-07:00,1233.7975076388984,1112.4962654162873,1364.7982625748264
2022-01-01T14:15-07:00,1263.7735635460629,1128.009666686905,1352.3909583123987
2022-01-01T14:30-07:00,1196.2235803990643,1203.5038987873825,1370.1561784805601
2022-01-01T14:45-07:00,1237.2616444927,1151.1902395805255,1346.727190780008
2022-01-01T15:00-07:00,1230.3334588817563,1172.1076322569534,1499.8809697861432
2022-01-01T15:15-07:00,1251.383697312656,1157.056063959854,2290.0020425222037
2022-01-01T15:30-07:00,1153.2571159049269,1273.1901939977313,2264.1887150260686
2022-01-01T15:45-07:00,1155.9706620599973,1262.006853783661,1445.5695804311285
2022-01-01T16:00-07:00,1197.903601286364,1240.7256932498422,1360.9878089419701
2022-01-01T16:15-07:00,1223.7458448041775,1127.4843260206962,1383.7931016278387
2022-01-01T16:30-07:00,1167.719753472747,1137.2183810708912,1393.5388610791147
2022-01-01T16:45-07:00,1153.2571159049269,1121.1795966824848,1366.310986440694
2022-01-01T17:00-07:00,1228.0240049470021,1160.8550120147816,1359.0825336723792
2022-01-01T17:15-07:00,1201.2003697053808,1158.6842082150677,1370.7969786290078
2022-01-01T17:30-07:00,1160.0410283692556,1180.5658773504183,1377.3267787230357
2022-01-01T17:45-07:00,1146.744621694929,1243.219910811399,1365.6701862922464
2022-01-01T18:00-07:00,1222.2505022551059,1277.1449182994838,1476.4001506581076
2022-01-01T18:15-07:00,1240.887451226828,1278.3457884912457,1461.348519041534
2022-01-01T18:30-07:00,1253.173394830241,1267.2434861149572,1438.1390413585552
2022-01-01T18:45-07:00,1153.2571159049269,1155.4279197046408,1356.5422312504747
2022-01-01T19:00-07:00,1166.622804699652,1158.6842082150677,1404.5545537021105
2022-01-01T19:15-07:00,1197.805515522582,1154.3425178047837,2153.0835530430736
2022-01-01T19:30-07:00,1175.5776046555209,1145.2839953635198,2125.1109650966005
2022-01-01T19:45-07:00,1177.7945959481874,1128.7197528650431,2130.4743913603015
2022-01-01T20:00-07:00,1166.622804699652,1280.7476204952911,1371.4378765647502
2022-01-01T20:15-07:00,1233.7975076388984,1258.4734342588565,1377.205566837254
2022-01-01T20:30-07:00,1237.388672872342,1305.9894125642843,1377.9734504808187
2022-01-01T20:45-07:00,1202.331958988071,1276.5445290138643,1907.911672254073
2022-01-01T21:00-07:00,1219.173213405251,1147.968674170312,1446.9205594243901
2022-01-01T21:15-07:00,1216.3153296828832,1135.624878151179,1492.895031308707
2022-01-01T21:30-07:00,1214.6005820063244,1147.968674170312,1441.5165403782541
