t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,42630.96652669278,42892.50619863568,45264.26110446666
2021-12-31T23:00-07:00,43952.52129286783,45073.1581653649,46018.857906297504
2021-12-31T23:15-07:00,42262.03970468061,43372.28427233226,43849.75294495208
2021-12-31T23:30-07:00,43849.75294495208,44687.48818554623,45073.1581653649
2021-12-31T23:45-07:00,41501.66940015787,42608.44986619439,43566.85131304916
2022-01-01T00:00-07:00,43581.2850697789,43566.85131304916,45643.00288105506
2022-01-01T00:15-07:00,42543.786636045144,43939.24223667647,44132.654576855
2022-01-01T00:30-07:00,42543.786636045144,42805.32630798805,45171.88506139632
2022-01-01T00:45-07:00,43862.45465087425,44415.55620875791,45454.20934303005
2022-01-01T01:00-07:00,43389.027430138754,44789.67918319279,45736.533624663774
2022-01-01T01:15-07:00,41980.29277331607,42521.84732581594,44698.45784066083
2022-01-01T01:30-07:00,42718.14641734041,43176.562531076976,43939.24223667647
2022-01-01T01:45-07:00,42913.29080832651,43744.675195959564,45356.637147537
2022-01-01T02:00-07:00,41980.29277331607,42805.32630798805,44981.359472563745
2022-01-01T02:15-07:00,43952.52129286783,44222.72121884858,46395.86763207833
2022-01-01T02:30-07:00,43670.774361503296,44222.72121884858,45264.26110446666
2022-01-01T02:45-07:00,42825.533567409686,43655.76325450437,44132.654576855
2022-01-01T03:00-07:00,42543.786636045144,43372.28427233226,44415.55620875791
2022-01-01T03:15-07:00,42543.786636045144,43088.805290160155,43849.75294495208
2022-01-01T03:30-07:00,41698.545841951534,42805.32630798805,44132.654576855
2022-01-01T03:45-07:00,43477.93937159396,43744.675195959564,44698.45784066083
2022-01-01T04:00-07:00,43389.027430138754,43001.04804924333,45736.533624663774
2022-01-01T04:15-07:00,42737.77632649286,43283.949681146245,44324.91221649514
2022-01-01T04:30-07:00,42456.60674539751,43195.615089960236,43952.52129286783
2022-01-01T04:45-07:00,43581.2850697789,43566.85131304916,43952.52129286783
2022-01-01T05:00-07:00,41050.758839920774,41501.66940015787,43952.52129286783
2022-01-01T05:15-07:00,42088.83462392372,43477.93937159396,43107.28049877422
2022-01-01T05:30-07:00,41613.09800211147,42348.642245059054,43389.027430138754
2022-01-01T05:45-07:00,42088.83462392372,42066.317963425325,44234.26822423237
2022-01-01T06:00-07:00,41442.20232243134,42543.786636045144,43581.2850697789
2022-01-01T06:15-07:00,42088.83462392372,43195.615089960236,43670.774361503296
2022-01-01T06:30-07:00,41331.92842101612,42435.2447854375,44042.58793486141
2022-01-01T06:45-07:00,42825.533567409686,44222.72121884858,43849.75294495208
2022-01-01T07:00-07:00,41303.63825782583,42979.686089283314,44596.844193283454
2022-01-01T07:15-07:00,43195.615089960236,43460.61886351827,44789.67918319279
2022-01-01T07:30-07:00,42521.84732581594,42496.4439139716,44402.85450283574
2022-01-01T07:45-07:00,42435.2447854375,40987.250310309915,43655.76325450437
2022-01-01T08:00-07:00,43939.24223667647,42695.05240657283,44596.844193283454
2022-01-01T08:15-07:00,43088.805290160155,42695.05240657283,43460.61886351827
2022-01-01T08:30-07:00,44698.45784066083,42695.05240657283,44028.731528400865
2022-01-01T08:45-07:00,43088.805290160155,43066.865979930946,43833.58713741477
2022-01-01T09:00-07:00,44506.200201020685,43922.49907886997,43264.319771993796
