t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,17213.738317806597,18481.986405225427,17645.52815301585
2021-12-31T23:00-07:00,19325.015208211593,19545.9259785569,18428.896832503113
2021-12-31T23:15-07:00,17003.71950663711,20012.38242466773,17860.69905071739
2021-12-31T23:30-07:00,18019.325886567523,20308.417905185885,18398.1547744441
2021-12-31T23:45-07:00,18266.86896975411,19792.210107860756,18326.908079847173
2022-01-01T00:00-07:00,16882.25025675179,18393.761650486857,17243.865612771264
2022-01-01T00:15-07:00,16733.991385829246,19143.71113437892,17134.83845706194
2022-01-01T00:30-07:00,18050.887757284116,19229.69800944056,17899.93879847075
2022-01-01T00:45-07:00,18639.036666164313,20123.29439361208,17679.269298350995
2022-01-01T01:00-07:00,18494.6322874642,20059.269724955524,19627.482648114514
2022-01-01T01:15-07:00,17392.054928554535,18268.187562990945,17158.49912228421
2022-01-01T01:30-07:00,16068.773731591764,17978.701452887683,17842.286638981066
2022-01-01T01:45-07:00,16379.267847649779,18897.415784255965,16538.951772937296
2022-01-01T02:00-07:00,17652.35514093086,18946.054036655423,17272.55961393222
2022-01-01T02:15-07:00,16081.434031627625,18138.579677015416,17000.73139486846
2022-01-01T02:30-07:00,16720.513542610126,18562.977990915122,16396.680757742728
2022-01-01T02:45-07:00,17928.180329310628,18219.024228866983,17448.15942537687
2022-01-01T03:00-07:00,15206.859375566017,17306.60537939247,16863.96852735894
2022-01-01T03:15-07:00,16578.321618371596,18822.870132924487,16808.659579327814
2022-01-01T03:30-07:00,17252.26458699107,18143.97005068873,16869.126368056543
2022-01-01T03:45-07:00,16798.059204920413,17751.141347868135,16282.315047898202
2022-01-01T04:00-07:00,17100.90183147046,18757.633693051215,17022.98215874971
2022-01-01T04:15-07:00,18562.574047028713,18878.74351332268,16769.560124056978
2022-01-01T04:30-07:00,17193.11441434739,18926.48878759294,16852.136763208437
2022-01-01T04:45-07:00,17527.47777051279,19294.617942278306,17128.220134295552
2022-01-01T05:00-07:00,18099.626966109907,18863.202196220012,16728.923945996703
2022-01-01T05:15-07:00,17630.253477496495,17982.581226244285,16792.833007753215
2022-01-01T05:30-07:00,15677.632258074795,18091.17872168228,16462.99450239868
2022-01-01T05:45-07:00,15206.294798198778,16528.130845978852,15740.942372970663
2022-01-01T06:00-07:00,17648.43899815252,18191.17545957292,16717.69665642328
2022-01-01T06:15-07:00,15870.572421320356,18556.947424109894,16603.892273025533
2022-01-01T06:30-07:00,16239.735621646912,17507.015092398622,16766.40543523521
2022-01-01T06:45-07:00,16631.848041892677,17752.186103153057,16489.7020829739
2022-01-01T07:00-07:00,15238.343231426747,16663.781974798923,15726.441036897431
2022-01-01T07:15-07:00,14610.606535924595,15876.240603784565,14962.437389028608
2022-01-01T07:30-07:00,16180.687087408696,16437.985941982424,16259.119253008097
2022-01-01T07:45-07:00,15814.061183008525,15996.561040754432,15637.315573955892
2022-01-01T08:00-07:00,15173.891215718255,15495.41166072337,15052.941219583383
2022-01-01T08:15-07:00,15381.121357579566,15791.514960404706,15860.328303792336
2022-01-01T08:30-07:00,16139.455409707205,17070.546560227445,16063.759615956174
2022-01-01T08:45-07:00,16162.497700761834,17082.668446264397,16010.773151320967
2022-01-01T09:00-07:00,14306.714039932947,16368.26760400802,15160.254798815895
2022-01-01T09:15-07:00,16871.567838645766,17154.18037061474,15842.99227562395
2022-01-01T09:30-07:00,15423.367413989423,16365.890041929497,15228.718251118387
2022-01-01T09:45-07:00,14696.037413427306,15944.109826098895,15352.300677136689
2022-01-01T10:00-07:00,15709.868338856602,16603.191304528802,15656.689859746335
2022-01-01T10:15-07:00,15953.556731967157,17080.13871906575,16060.535632020346
2022-01-01T10:30-07:00,15507.338638663065,17543.976442779327,15720.29189938601
2022-01-01T10:45-07:00,17552.383673069628,19097.79009728769,16336.59446974121
2022-01-01T11:00-07:00,16853.38672409405,18309.12492178345,16649.813788148887
2022-01-01T11:15-07:00,17581.54146955995,18640.072596166323,16792.869534874644
2022-01-01T11:30-07:00,17242.273591967412,18634.906662386253,16943.47621897421
2022-01-01T11:45-07:00,16126.290609062642,17204.10160961462,17114.07869122466
2022-01-01T12:00-07:00,17078.45672897396,17708.026591904094,16770.993378180563
2022-01-01T12:15-07:00,17018.07358685771,19318.40086546903,16393.845688105077
2022-01-01T12:30-07:00,16872.637050765858,17656.657845969996,16460.192816381892
2022-01-01T12:45-07:00,18211.68381056911,18268.590580933687,17425.823578634845
2022-01-01T13:00-07:00,17327.168247334415,18961.53914660554,16916.039887346808
2022-01-01T13:15-07:00,17686.68552645263,18092.50066213918,16309.545293837322
2022-01-01T13:30-07:00,17608.268979290933,17144.14620006628,16508.947049936796
2022-01-01T13:45-07:00,15775.460395571212,17141.004157653497,16111.701930487756
2022-01-01T14:00-07:00,16606.45586613547,20074.84691234701,16823.559097649566
2022-01-01T14:15-07:00,18013.07956846529,19142.3576482764,17113.73674124624
2022-01-01T14:30-07:00,17366.850193228103,18114.357943901647,16791.122971644247
2022-01-01T14:45-07:00,15941.782705541465,17943.928419083597,16093.034266815792
2022-01-01T15:00-07:00,17935.590583267804,18422.862242150455,17664.59882046096
2022-01-01T15:15-07:00,17741.623146602604,17760.58646473166,16939.221440983187
2022-01-01T15:30-07:00,16407.14200214636,17980.706796550836,16605.753646292673
2022-01-01T15:45-07:00,18663.680355483142,19090.41925303222,18067.08987887996
2022-01-01T16:00-07:00,16606.972577195338,18349.204540523348,16237.003491396958
2022-01-01T16:15-07:00,16673.89968475908,17946.990574965308,17093.148668093
2022-01-01T16:30-07:00,18492.945814226,19895.62220222851,17791.26780658502
2022-01-01T16:45-07:00,17917.880015042472,18924.37437650048,17317.93379959821
2022-01-01T17:00-07:00,16598.738089920145,18162.851174191197,17223.039620664098
2022-01-01T17:15-07:00,18478.004360307066,19788.030124071895,18800.326629915467
2022-01-01T17:30-07:00,18869.977496825857,19925.130924781162,18645.853040534643
2022-01-01T17:45-07:00,17722.07867373029,20510.10249316313,18899.914920199368
2022-01-01T18:00-07:00,19822.927977246687,21210.635296390472,19963.227860467436
2022-01-01T18:15-07:00,18569.72589166737,20062.803153187713,19305.148097988214
2022-01-01T18:30-07:00,19422.45439235949,21092.69537353834,18930.866255103123
2022-01-01T18:45-07:00,18268.668365868503,21637.02140430722,19793.239921667206
2022-01-01T19:00-07:00,19981.114264823394,21912.103534189748,21116.44992108976
2022-01-01T19:15-07:00,18620.038127416286,21331.597304106595,19490.414824155272
2022-01-01T19:30-07:00,18369.21351899984,21137.98147276277,20473.65536559746
2022-01-01T19:45-07:00,17664.696535487677,19649.339082629245,18548.046323106013
2022-01-01T20:00-07:00,18451.60979911893,20693.243225750222,19041.199396113556
2022-01-01T20:15-07:00,18861.480162960026,20312.364326894993,19254.530995085843
2022-01-01T20:30-07:00,17358.382332926365,19872.293245206896,19261.48038355703
2022-01-01T20:45-07:00,18530.432179316602,19836.227166274322,19914.46856815112
2022-01-01T21:00-07:00,17291.65582394287,19104.202732704147,18161.119967755887
2022-01-01T21:15-07:00,19799.489275428754,20033.349658784173,18782.77750502723
2022-01-01T21:30-07:00,18255.381694507567,18901.125068196277,18272.475691114985
2022-01-01T21:45-07:00,18534.650802215332,19783.39631137646,19744.12018874129
2022-01-01T22:00-07:00,18771.784732317803,19811.20469681233,18901.06415634227
2022-01-01T22:15-07:00,18208.0057149349,19545.644689645556,18553.034329516908
2022-01-01T22:30-07:00,17574.93546376492,18333.805078602865,18261.435317218715
2022-01-01T22:45-07:00,18403.330229472038,20628.848197343395,18273.656151497093
2022-01-01T23:00-07:00,17125.579531082265,18935.51807765938,18637.464102907663
2022-01-01T23:15-07:00,17202.369977315047,18086.288025008304,17442.539150207846
2022-01-01T23:30-07:00,17503.291207366976,18098.51497980346,18161.875560741068
2022-01-01T23:45-07:00,16975.86166731996,18082.277603913615,17789.77008835112
2022-01-02T00:00-07:00,18013.535492970754,18753.713004450346,18820.151113728403
2022-01-02T00:15-07:00,17897.770069206195,19210.30028773601,17657.281130732703
2022-01-02T00:30-07:00,17214.302938022025,17916.652821162163,17407.808672546842
2022-01-02T00:45-07:00,17957.416489899995,18832.281156306424,17755.428650098896
2022-01-02T01:00-07:00,16521.678423715406,18066.14186082411,17117.110638786417
2022-01-02T01:15-07:00,16763.592361383657,17943.665708979064,17870.35463346944
2022-01-02T01:30-07:00,17525.144345244364,18661.490843592623,16981.813904035163
2022-01-02T01:45-07:00,16791.89733162066,19498.928619041933,17490.539610896285
2022-01-02T02:00-07:00,17112.965719588745,17560.809903610912,17640.820917800087
2022-01-02T02:15-07:00,17770.017064009837,18269.03354413757,17663.672783578026
2022-01-02T02:30-07:00,17270.128039626605,18700.9662582172,18177.33910914085
2022-01-02T02:45-07:00,17112.176790912144,18622.632432432863,17902.4661751121
2022-01-02T03:00-07:00,17200.16790953104,18269.378351619176,17357.964081755068
2022-01-02T03:15-07:00,17056.608184030967,18124.66484547494,18033.079260354378
2022-01-02T03:30-07:00,17539.13640936566,18743.396313605957,17672.676431755568
2022-01-02T03:45-07:00,18718.41845604686,19740.076557903518,17912.258179435685
2022-01-02T04:00-07:00,17892.371966949337,19378.648576644722,19062.78657814877
2022-01-02T04:15-07:00,17392.637418997325,17687.444180555718,17773.839296004113
2022-01-02T04:30-07:00,16992.697276637333,17831.486456704682,17704.45686049949
2022-01-02T04:45-07:00,16295.78193110425,17451.178013381963,17228.927183062347
2022-01-02T05:00-07:00,16734.05863762734,17849.792008599517,18054.878840441077
2022-01-02T05:15-07:00,16843.803977053565,18058.29480384954,16653.77694934875
2022-01-02T05:30-07:00,16647.42443664214,17829.914504175747,17365.64587088777
2022-01-02T05:45-07:00,16060.72166148901,17190.117729398113,16682.72553006508
2022-01-02T06:00-07:00,18424.203650792933,19716.846240388408,17809.99966525227
