t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,32148.595039285934,40590.033325107455,35136.38268234225
2021-12-31T23:00-07:00,32865.664073619446,40036.3544169546,36451.00924528702
2021-12-31T23:15-07:00,30953.479982063407,39677.81989978784,35733.94021095351
2021-12-31T23:30-07:00,33463.22160223071,42151.1884529962,35494.91719950901
2021-12-31T23:45-07:00,32268.106545008184,40394.88893412136,36929.05526817604
2022-01-01T00:00-07:00,32985.1755793417,38602.21634828757,37526.612796787296
2022-01-01T00:15-07:00,32626.641062174942,39148.967053210145,36092.474728120265
2022-01-01T00:30-07:00,31312.014499230165,39797.33140551009,35375.40569378675
2022-01-01T00:45-07:00,32985.1755793417,43860.722600066685,36451.00924528702
2022-01-01T01:00-07:00,32507.12955645269,39558.30839406559,36809.54376245378
2022-01-01T01:15-07:00,33702.24461367522,42785.11904856641,37287.589785342796
2022-01-01T01:30-07:00,33144.52425363804,41310.56646105611,34705.67938152679
2022-01-01T01:45-07:00,32985.1755793417,41190.47760506466,36331.49773956477
2022-01-01T02:00-07:00,35255.8941880645,41231.46947417712,37407.101291065046
2022-01-01T02:15-07:00,32746.152567897196,41948.53850851064,35016.87117661999
2022-01-01T02:30-07:00,31909.572027841426,39677.81989978784,35136.38268234225
2022-01-01T02:45-07:00,32029.08353356368,40155.86592267685,35614.42870523126
2022-01-01T03:00-07:00,31551.037510674672,41350.98097989938,35614.42870523126
2022-01-01T03:15-07:00,32746.152567897196,41709.51549706614,35972.963222398015
2022-01-01T03:30-07:00,33463.22160223071,42068.0500142329,36570.52075100928
2022-01-01T03:45-07:00,32746.152567897196,40872.934957010366,37407.101291065046
2022-01-01T04:00-07:00,32587.95859413924,40155.86592267685,35085.57585865356
2022-01-01T04:15-07:00,31431.52600495242,39558.30839406559,36393.85156863725
2022-01-01T04:30-07:00,32387.618050730438,40992.44646273262,36274.91741318419
2022-01-01T04:45-07:00,31874.35366142086,42665.607542844155,36155.983257731124
2022-01-01T05:00-07:00,32268.106545008184,40872.934957010366,38534.666366792386
2022-01-01T05:15-07:00,33182.62937140455,40633.911945565866,36274.91741318419
2022-01-01T05:30-07:00,32231.15612778005,39605.07376586995,37464.25896771482
2022-01-01T05:45-07:00,31874.35366142086,41032.2836313067,37583.19312316788
2022-01-01T06:00-07:00,31993.287816873923,40556.547009494454,34847.707547747435
2022-01-01T06:15-07:00,32029.08353356368,41470.49248562163,37226.39065680869
2022-01-01T06:30-07:00,32706.8927495923,43024.14206001091,35680.24663591888
2022-01-01T06:45-07:00,33104.68708506395,40394.88893412136,36331.49773956477
2022-01-01T07:00-07:00,33024.43539764659,42631.54387696197,36266.83450941554
2022-01-01T07:15-07:00,32865.664073619446,39989.58904515024,35375.40569378675
2022-01-01T07:30-07:00,34105.235101569575,41430.655317047545,38004.65881967631
2022-01-01T07:45-07:00,33264.61310962948,40109.67790114168,36451.00924528702
2022-01-01T08:00-07:00,33384.70196562092,42233.17219122113,35786.47908544976
2022-01-01T08:15-07:00,33624.87967760381,38668.61162924438,36809.54376245378
2022-01-01T08:30-07:00,33384.70196562092,42031.09959700476,37587.811925321395
2022-01-01T08:45-07:00,32063.724549715058,40710.12218109889,37827.98963730428
2022-01-01T09:00-07:00,33144.52425363804,42871.721588944856,35306.123661483995
2022-01-01T09:15-07:00,33744.968533595245,40349.85561312457,37227.54535734707
2022-01-01T09:30-07:00,33264.61310962948,43712.343580884946,38188.25620527861
2022-01-01T09:45-07:00,32423.991117689384,39629.32247717591,35906.56794144121
2022-01-01T10:00-07:00,32183.8134057065,43111.89930092774,37827.98963730428
2022-01-01T10:15-07:00,34705.67938152679,42271.27730898764,35786.47908544976
2022-01-01T10:30-07:00,33545.205340455635,41267.84254113607,35186.034805492556
2022-01-01T10:45-07:00,31223.102557774964,41790.921885021875,37587.811925321395
2022-01-01T11:00-07:00,32784.25768566371,38428.43391726149,35786.47908544976
2022-01-01T11:15-07:00,32664.168829672268,42031.09959700476,37467.72306932996
2022-01-01T11:30-07:00,31583.36912574929,39269.05590920159,35426.21251747544
2022-01-01T11:45-07:00,33985.14624557814,42031.09959700476,36507.01222139842
