t,kvaA,kvaB,kvaC
2022-06-01T07:45-07:00,12470.765814495917,12801.010168472383,5265.434455009387
2022-06-01T08:00-07:00,12694.777718941492,12747.893943706938,5243.495144780181
2022-06-01T08:15-07:00,12747.893943706938,12661.868753597684,5265.434455009387
2022-06-01T08:30-07:00,12661.868753597684,12714.407628093939,5287.3737652385935
2022-06-01T08:45-07:00,15519.175235817142,14810.18910525228,5265.434455009387
2022-06-01T09:00-07:00,12470.765814495917,13079.292998221783,5265.434455009387
2022-06-01T09:15-07:00,13302.150202128978,13218.434413096482,5426.515180113292
2022-06-01T09:30-07:00,12522.727338722983,12574.68886295005,5287.3737652385935
2022-06-01T09:45-07:00,12609.329879101428,11409.596019725384,5265.434455009387
2022-06-01T10:00-07:00,12383.585923848284,12015.813802374492,5287.3737652385935
2022-06-01T10:15-07:00,12747.893943706938,12193.637685284897,5265.434455009387
2022-06-01T10:30-07:00,12383.585923848284,12015.813802374492,5287.3737652385935
2022-06-01T10:45-07:00,12609.329879101428,11966.161679224184,5265.434455009387
2022-06-01T11:00-07:00,12661.868753597684,11925.169810111722,5287.3737652385935
2022-06-01T11:15-07:00,12714.407628093939,12486.354271764038,5309.313075467799
2022-06-01T11:30-07:00,12574.68886295005,11974.244582992838,5309.313075467799
2022-06-01T11:45-07:00,12522.727338722983,12155.532567518381,5287.3737652385935
2022-06-01T12:00-07:00,17670.959689086878,17396.718311221804,7684.532082913919
2022-06-01T12:15-07:00,12574.68886295005,12065.4659255248,5331.252385697005
2022-06-01T12:30-07:00,12522.727338722983,12155.532567518381,5287.3737652385935
2022-06-01T12:45-07:00,12522.727338722983,11736.376272086713,5287.3737652385935
2022-06-01T13:00-07:00,12714.407628093939,11974.244582992838,5471.548501110084
2022-06-01T13:15-07:00,12661.868753597684,12015.813802374492,5309.313075467799
2022-06-01T13:30-07:00,13635.858657720582,13133.563923525608,5868.188136043356
2022-06-01T13:45-07:00,12661.868753597684,13133.563923525608,5287.3737652385935
2022-06-01T14:00-07:00,15305.55563621698,14169.907656720987,5309.313075467799
2022-06-01T14:15-07:00,16626.533052122842,16274.349387917173,7235.353573484391
2022-06-01T14:30-07:00,15166.41422134228,14810.18910525228,5309.313075467799
2022-06-01T14:45-07:00,15229.34540068395,14169.907656720987,5331.252385697005
2022-06-01T15:00-07:00,12522.727338722983,12205.76204093788,5309.313075467799
2022-06-01T15:15-07:00,12907.242618003274,12255.991514357376,5331.252385697005
2022-06-01T15:30-07:00,12574.68886295005,13047.538733416353,5331.252385697005
2022-06-01T15:45-07:00,12522.727338722983,12993.845158381719,5287.3737652385935
2022-06-01T16:00-07:00,12854.126393237828,13047.538733416353,5309.313075467799
2022-06-01T16:15-07:00,12609.329879101428,12714.407628093939,5287.3737652385935
