t,v,r,s
2022-05-25T13:30:00.237-07:00,81311,0,0
2022-05-25T13:45:00.259-07:00,81319,0,0
2022-05-25T14:00:00.246-07:00,81327,0,0
2022-05-25T14:15:00.303-07:00,81335,0,0
2022-05-25T14:30:00.233-07:00,81342,0,0
2022-05-25T14:45:00.258-07:00,81350,0,0
2022-05-25T15:00:00.293-07:00,81358,0,0
2022-05-25T15:15:00.306-07:00,81365,0,0
2022-05-25T15:30:00.225-07:00,81374,0,0
2022-05-25T15:45:00.271-07:00,81381,0,0
2022-05-25T16:00:00.239-07:00,81389,0,0
2022-05-25T16:15:00.253-07:00,81397,0,0
2022-05-25T16:30:00.243-07:00,81404,0,0
2022-05-25T16:45:00.907-07:00,81412,0,0
2022-05-25T17:00:00.221-07:00,81419,0,0
2022-05-25T17:15:00.656-07:00,81427,0,0
2022-05-25T17:30:00.523-07:00,81434,0,0
2022-05-25T17:45:00.233-07:00,81442,0,0
2022-05-25T18:00:00.229-07:00,81450,0,0
2022-05-25T18:15:00.282-07:00,81459,0,0
2022-05-25T18:30:00.328-07:00,81467,0,0
2022-05-25T18:45:00.236-07:00,81476,0,0
2022-05-25T19:00:00.414-07:00,81484,0,0
2022-05-25T19:15:00.221-07:00,81492,0,0
2022-05-25T19:30:00.247-07:00,81501,0,0
2022-05-25T19:45:01.788-07:00,81509,0,0
2022-05-25T20:00:00.985-07:00,81518,0,0
2022-05-25T20:15:00.244-07:00,81527,0,0
2022-05-25T20:30:00.288-07:00,81536,0,0
2022-05-25T20:45:00.267-07:00,81545,0,0
2022-05-25T21:00:00.245-07:00,81554,0,0
2022-05-25T21:15:00.254-07:00,81563,0,0
2022-05-25T21:30:00.281-07:00,81571,0,0
2022-05-25T21:45:00.340-07:00,81579,0,0
2022-05-25T22:00:01.013-07:00,81587,0,0
2022-05-25T22:15:00.235-07:00,81596,0,0
2022-05-25T22:30:00.258-07:00,81605,0,0
2022-05-25T22:45:00.236-07:00,81613,0,0
2022-05-25T23:00:00.240-07:00,81622,0,0
2022-05-25T23:15:00.262-07:00,81631,0,0
2022-05-25T23:30:00.279-07:00,81640,0,0
2022-05-25T23:45:00.238-07:00,81648,0,0
2022-05-26T00:00:00.343-07:00,81656,0,0
2022-05-26T00:15:00.240-07:00,81665,0,0
2022-05-26T00:30:00.344-07:00,81675,0,0
2022-05-26T00:45:00.242-07:00,81683,0,0
2022-05-26T01:00:00.267-07:00,81692,0,0
2022-05-26T01:15:00.341-07:00,81700,0,0
2022-05-26T01:30:00.343-07:00,81708,0,0
2022-05-26T01:45:00.259-07:00,81717,0,0
2022-05-26T02:00:00.256-07:00,81725,0,0
2022-05-26T02:15:00.248-07:00,81733,0,0
2022-05-26T02:30:00.532-07:00,81741,0,0
2022-05-26T02:45:00.286-07:00,81749,0,0
2022-05-26T03:00:01.603-07:00,81757,0,0
2022-05-26T03:15:00.239-07:00,81765,0,0
2022-05-26T03:30:00.326-07:00,81773,0,0
2022-05-26T03:45:00.265-07:00,81781,0,0
2022-05-26T04:00:00.278-07:00,81789,0,0
2022-05-26T04:15:00.244-07:00,81797,0,0
2022-05-26T04:30:00.256-07:00,81804,0,0
2022-05-26T04:45:02.000-07:00,81812,0,0
2022-05-26T05:00:00.360-07:00,81819,0,0
2022-05-26T05:15:00.250-07:00,81826,0,0
2022-05-26T05:30:00.321-07:00,81835,0,0
2022-05-26T05:45:00.279-07:00,81842,0,0
2022-05-26T06:00:00.305-07:00,81850,0,0
2022-05-26T06:15:00.281-07:00,81857,0,0
2022-05-26T06:30:00.225-07:00,81865,0,0
2022-05-26T06:45:00.252-07:00,81873,0,0
2022-05-26T07:00:00.294-07:00,81880,0,0
2022-05-26T07:15:00.328-07:00,81888,0,0
2022-05-26T07:30:00.290-07:00,81895,0,0
2022-05-26T07:45:00.242-07:00,81903,0,0
2022-05-26T08:00:00.305-07:00,81910,0,0
2022-05-26T08:15:00.288-07:00,81918,0,0
2022-05-26T08:30:00.392-07:00,81926,0,0
2022-05-26T08:45:00.335-07:00,81935,0,0
2022-05-26T09:00:02.487-07:00,81944,0,0
2022-05-26T09:15:00.268-07:00,81952,0,0
2022-05-26T09:30:00.259-07:00,81960,0,0
2022-05-26T09:45:00.314-07:00,81970,0,0
2022-05-26T10:00:00.313-07:00,81978,0,0
2022-05-26T10:15:00.320-07:00,81987,0,0
2022-05-26T10:30:00.277-07:00,81996,0,0
2022-05-26T10:45:00.309-07:00,82005,0,0
2022-05-26T11:00:00.325-07:00,82014,0,0
2022-05-26T11:15:00.264-07:00,82022,0,0
2022-05-26T11:30:00.246-07:00,82030,0,0
2022-05-26T11:45:00.338-07:00,82040,0,0
2022-05-26T12:00:00.244-07:00,82048,0,0
2022-05-26T12:15:00.286-07:00,82056,0,0
2022-05-26T12:30:00.275-07:00,82065,0,0
2022-05-26T12:45:00.255-07:00,82074,0,0
2022-05-26T13:00:00.667-07:00,82082,0,0
2022-05-26T13:15:00.262-07:00,82090,0,0
2022-05-26T13:30:00.280-07:00,82098,0,0
2022-05-26T13:45:00.229-07:00,82106,0,0
2022-05-26T14:00:00.243-07:00,82114,0,0
2022-05-26T14:15:00.280-07:00,82122,0,0
2022-05-26T14:30:00.264-07:00,82131,0,0
2022-05-26T14:45:00.226-07:00,82138,0,0
2022-05-26T15:00:00.236-07:00,82146,0,0
2022-05-26T15:15:00.263-07:00,82154,0,0
2022-05-26T15:30:00.725-07:00,82162,0,0
2022-05-26T15:45:00.233-07:00,82170,0,0
2022-05-26T16:00:00.690-07:00,82178,0,0
2022-05-26T16:15:00.272-07:00,82185,0,0
2022-05-26T16:30:00.227-07:00,82193,0,0
2022-05-26T16:45:00.220-07:00,82200,0,0
2022-05-26T17:00:00.310-07:00,82208,0,0
2022-05-26T17:15:00.236-07:00,82216,0,0
2022-05-26T17:30:00.241-07:00,82223,0,0
2022-05-26T17:45:00.261-07:00,82231,0,0
2022-05-26T18:00:00.452-07:00,82239,0,0
2022-05-26T18:15:00.320-07:00,82246,0,0
2022-05-26T18:30:00.259-07:00,82255,0,0
2022-05-26T18:45:00.249-07:00,82263,0,0
2022-05-26T19:00:00.243-07:00,82271,0,0
2022-05-26T19:15:00.256-07:00,82280,0,0
2022-05-26T19:30:00.245-07:00,82289,0,0
2022-05-26T19:45:00.303-07:00,82298,0,0
2022-05-26T20:00:00.266-07:00,82307,0,0
2022-05-26T20:15:00.231-07:00,82316,0,0
2022-05-26T20:30:00.244-07:00,82324,0,0
2022-05-26T20:45:00.288-07:00,82333,0,0
2022-05-26T21:00:00.238-07:00,82341,0,0
2022-05-26T21:15:00.986-07:00,82349,0,0
2022-05-26T21:30:00.274-07:00,82357,0,0
2022-05-26T21:45:00.262-07:00,82366,0,0
2022-05-26T22:00:00.257-07:00,82375,0,0
2022-05-26T22:15:00.302-07:00,82384,0,0
2022-05-26T22:30:01.701-07:00,82392,0,0
2022-05-26T22:45:00.232-07:00,82400,0,0
2022-05-26T23:00:00.271-07:00,82408,0,0
2022-05-26T23:15:00.273-07:00,82416,0,0
2022-05-26T23:30:00.241-07:00,82425,0,0
2022-05-26T23:45:00.249-07:00,82433,0,0
2022-05-27T00:00:00.236-07:00,82441,0,0
2022-05-27T00:15:00.234-07:00,82449,0,0
2022-05-27T00:30:00.362-07:00,82458,0,0
2022-05-27T00:45:00.387-07:00,82467,0,0
2022-05-27T01:00:00.241-07:00,82476,0,0
2022-05-27T01:15:00.314-07:00,82484,0,0
2022-05-27T01:30:00.301-07:00,82493,0,0
2022-05-27T01:45:00.450-07:00,82502,0,0
2022-05-27T02:00:00.312-07:00,82510,0,0
2022-05-27T02:15:00.239-07:00,82518,0,0
2022-05-27T02:30:00.243-07:00,82525,0,0
2022-05-27T02:45:00.326-07:00,82533,0,0
2022-05-27T03:00:00.347-07:00,82540,0,0
2022-05-27T03:15:00.277-07:00,82548,0,0
2022-05-27T03:30:00.260-07:00,82556,0,0
2022-05-27T03:45:00.238-07:00,82563,0,0
2022-05-27T04:00:00.265-07:00,82571,0,0
2022-05-27T04:15:00.253-07:00,82578,0,0
2022-05-27T04:30:00.291-07:00,82586,0,0
2022-05-27T04:45:00.262-07:00,82594,0,0
2022-05-27T05:00:00.287-07:00,82601,0,0
2022-05-27T05:15:00.260-07:00,82608,0,0
2022-05-27T05:30:00.253-07:00,82616,0,0
2022-05-27T05:45:00.291-07:00,82623,0,0
2022-05-27T06:00:00.279-07:00,82631,0,0
2022-05-27T06:15:00.262-07:00,82638,0,0
2022-05-27T06:30:00.248-07:00,82645,0,0
2022-05-27T06:45:00.249-07:00,82653,0,0
2022-05-27T07:00:00.262-07:00,82660,0,0
2022-05-27T07:15:00.274-07:00,82667,0,0
2022-05-27T07:30:00.233-07:00,82675,0,0
2022-05-27T07:45:00.304-07:00,82683,0,0
2022-05-27T08:00:00.275-07:00,82692,0,0
2022-05-27T08:15:00.289-07:00,82700,0,0
2022-05-27T08:30:00.573-07:00,82707,0,0
2022-05-27T08:45:00.238-07:00,82715,0,0
2022-05-27T09:00:00.284-07:00,82724,0,0
2022-05-27T09:15:00.262-07:00,82733,0,0
2022-05-27T09:30:00.299-07:00,82742,0,0
2022-05-27T09:45:00.253-07:00,82751,0,0
2022-05-27T10:00:00.246-07:00,82760,0,0
2022-05-27T10:15:00.258-07:00,82768,0,0
2022-05-27T10:30:00.252-07:00,82777,0,0
2022-05-27T10:45:00.278-07:00,82785,0,0
2022-05-27T11:00:00.237-07:00,82793,0,0
2022-05-27T11:15:00.328-07:00,82801,0,0
2022-05-27T11:30:00.352-07:00,82809,0,0
2022-05-27T11:45:00.245-07:00,82818,0,0
2022-05-27T12:00:00.291-07:00,82826,0,0
2022-05-27T12:15:00.276-07:00,82834,0,0
2022-05-27T12:30:00.289-07:00,82843,0,0
2022-05-27T12:45:00.280-07:00,82851,0,0
2022-05-27T13:00:00.253-07:00,82859,0,0
2022-05-27T13:15:00.247-07:00,82868,0,0
2022-05-27T13:30:00.287-07:00,82877,0,0
2022-05-27T13:45:00.270-07:00,82885,0,0
2022-05-27T14:00:00.256-07:00,82893,0,0
2022-05-27T14:15:00.282-07:00,82900,0,0
2022-05-27T14:30:00.299-07:00,82908,0,0
2022-05-27T14:45:00.264-07:00,82915,0,0
2022-05-27T15:00:00.240-07:00,82923,0,0
2022-05-27T15:15:00.230-07:00,82931,0,0
2022-05-27T15:30:00.363-07:00,82939,0,0
2022-05-27T15:45:00.624-07:00,82947,0,0
2022-05-27T16:00:00.296-07:00,82955,0,0
2022-05-27T16:15:00.236-07:00,82963,0,0
2022-05-27T16:30:00.291-07:00,82971,0,0
2022-05-27T16:45:00.267-07:00,82980,0,0
2022-05-27T17:00:00.248-07:00,82988,0,0
2022-05-27T17:15:00.267-07:00,82996,0,0
2022-05-27T17:30:00.239-07:00,83004,0,0
2022-05-27T17:45:00.225-07:00,83012,0,0
2022-05-27T18:00:00.280-07:00,83020,0,0
2022-05-27T18:15:00.272-07:00,83028,0,0
2022-05-27T18:30:00.239-07:00,83037,0,0
2022-05-27T18:45:00.249-07:00,83045,0,0
2022-05-27T19:00:00.237-07:00,83053,0,0
2022-05-27T19:15:00.291-07:00,83061,0,0
2022-05-27T19:30:00.230-07:00,83069,0,0
2022-05-27T19:45:00.260-07:00,83078,0,0
2022-05-27T20:00:00.353-07:00,83085,0,0
2022-05-27T20:15:00.253-07:00,83093,0,0
2022-05-27T20:30:00.614-07:00,83101,0,0
2022-05-27T20:45:00.250-07:00,83109,0,0
2022-05-27T21:00:00.278-07:00,83117,0,0
2022-05-27T21:15:00.272-07:00,83126,0,0
2022-05-27T21:30:00.291-07:00,83134,0,0
2022-05-27T21:45:00.242-07:00,83141,0,0
2022-05-27T22:00:00.233-07:00,83149,0,0
2022-05-27T22:15:00.245-07:00,83159,0,0
2022-05-27T22:30:00.246-07:00,83168,0,0
2022-05-27T22:45:00.297-07:00,83177,0,0
2022-05-27T23:00:00.231-07:00,83186,0,0
2022-05-27T23:15:00.241-07:00,83195,0,0
2022-05-27T23:30:00.261-07:00,83203,0,0
2022-05-27T23:45:00.267-07:00,83212,0,0
2022-05-28T00:00:00.234-07:00,83220,0,0
2022-05-28T00:15:00.264-07:00,83228,0,0
2022-05-28T00:30:00.234-07:00,83237,0,0
2022-05-28T00:45:00.336-07:00,83245,0,0
2022-05-28T01:00:00.356-07:00,83253,0,0
2022-05-28T01:15:00.240-07:00,83262,0,0
2022-05-28T01:30:00.250-07:00,83270,0,0
2022-05-28T01:45:00.245-07:00,83278,0,0
2022-05-28T02:00:00.241-07:00,83286,0,0
2022-05-28T02:15:00.238-07:00,83293,0,0
2022-05-28T02:30:00.718-07:00,83300,0,0
2022-05-28T02:45:00.241-07:00,83308,0,0
2022-05-28T03:00:00.247-07:00,83316,0,0
2022-05-28T03:15:00.244-07:00,83323,0,0
2022-05-28T03:30:00.299-07:00,83331,0,0
2022-05-28T03:45:00.226-07:00,83338,0,0
2022-05-28T04:00:00.292-07:00,83345,0,0
2022-05-28T04:15:00.440-07:00,83353,0,0
2022-05-28T04:30:00.274-07:00,83360,0,0
2022-05-28T04:45:00.225-07:00,83367,0,0
2022-05-28T05:00:00.336-07:00,83375,0,0
2022-05-28T05:15:00.275-07:00,83382,0,0
2022-05-28T05:30:00.305-07:00,83390,0,0
2022-05-28T05:45:00.262-07:00,83397,0,0
2022-05-28T06:00:00.243-07:00,83404,0,0
2022-05-28T06:15:00.247-07:00,83411,0,0
2022-05-28T06:30:00.280-07:00,83419,0,0
2022-05-28T06:45:00.253-07:00,83426,0,0
2022-05-28T07:00:00.280-07:00,83433,0,0
2022-05-28T07:15:00.244-07:00,83441,0,0
2022-05-28T07:30:00.269-07:00,83448,0,0
2022-05-28T07:45:00.244-07:00,83455,0,0
2022-05-28T08:00:00.332-07:00,83463,0,0
2022-05-28T08:15:00.274-07:00,83470,0,0
2022-05-28T08:30:00.231-07:00,83478,0,0
2022-05-28T08:45:00.272-07:00,83485,0,0
2022-05-28T09:00:00.286-07:00,83493,0,0
2022-05-28T09:15:00.256-07:00,83500,0,0
2022-05-28T09:30:00.256-07:00,83508,0,0
2022-05-28T09:45:00.351-07:00,83516,0,0
2022-05-28T10:00:00.238-07:00,83524,0,0
2022-05-28T10:15:00.399-07:00,83532,0,0
2022-05-28T10:30:00.243-07:00,83540,0,0
2022-05-28T10:45:00.302-07:00,83548,0,0
2022-05-28T11:00:00.251-07:00,83556,0,0
2022-05-28T11:15:00.249-07:00,83565,0,0
2022-05-28T11:30:00.242-07:00,83574,0,0
2022-05-28T11:45:00.261-07:00,83583,0,0
2022-05-28T12:00:00.544-07:00,83592,0,0
2022-05-28T12:15:00.267-07:00,83601,0,0
2022-05-28T12:30:00.254-07:00,83609,0,0
2022-05-28T12:45:00.238-07:00,83618,0,0
2022-05-28T13:00:00.273-07:00,83628,0,0
2022-05-28T13:15:00.234-07:00,83637,0,0
2022-05-28T13:30:00.321-07:00,83645,0,0
2022-05-28T13:45:00.243-07:00,83653,0,0
2022-05-28T14:00:00.243-07:00,83662,0,0
2022-05-28T14:15:00.294-07:00,83670,0,0
2022-05-28T14:30:00.249-07:00,83678,0,0
2022-05-28T14:45:00.278-07:00,83686,0,0
2022-05-28T15:00:00.286-07:00,83695,0,0
2022-05-28T15:15:00.275-07:00,83703,0,0
2022-05-28T15:30:00.254-07:00,83711,0,0
2022-05-28T15:45:00.892-07:00,83719,0,0
2022-05-28T16:00:00.233-07:00,83727,0,0
2022-05-28T16:15:00.295-07:00,83735,0,0
2022-05-28T16:30:00.305-07:00,83743,0,0
2022-05-28T16:45:00.301-07:00,83752,0,0
2022-05-28T17:00:00.238-07:00,83760,0,0
2022-05-28T17:15:00.245-07:00,83768,0,0
2022-05-28T17:30:00.311-07:00,83776,0,0
2022-05-28T17:45:00.237-07:00,83783,0,0
2022-05-28T18:00:00.238-07:00,83791,0,0
2022-05-28T18:15:00.253-07:00,83799,0,0
2022-05-28T18:30:00.268-07:00,83806,0,0
2022-05-28T18:45:00.343-07:00,83814,0,0
2022-05-28T19:00:00.641-07:00,83821,0,0
2022-05-28T19:15:00.263-07:00,83829,0,0
2022-05-28T19:30:00.255-07:00,83837,0,0
2022-05-28T19:45:00.253-07:00,83845,0,0
2022-05-28T20:00:00.292-07:00,83852,0,0
2022-05-28T20:15:00.238-07:00,83860,0,0
2022-05-28T20:30:02.100-07:00,83867,0,0
2022-05-28T20:45:00.235-07:00,83875,0,0
2022-05-28T21:00:00.252-07:00,83884,0,0
2022-05-28T21:15:00.316-07:00,83892,0,0
2022-05-28T21:30:00.254-07:00,83901,0,0
2022-05-28T21:45:00.342-07:00,83909,0,0
2022-05-28T22:00:00.369-07:00,83918,0,0
2022-05-28T22:15:00.275-07:00,83927,0,0
2022-05-28T22:30:00.241-07:00,83937,0,0
2022-05-28T22:45:00.268-07:00,83946,0,0
2022-05-28T23:00:00.561-07:00,83954,0,0
2022-05-28T23:15:00.241-07:00,83962,0,0
2022-05-28T23:30:00.301-07:00,83971,0,0
2022-05-28T23:45:00.253-07:00,83979,0,0
2022-05-29T00:00:00.243-07:00,83988,0,0
2022-05-29T00:15:00.269-07:00,83996,0,0
2022-05-29T00:30:00.247-07:00,84004,0,0
2022-05-29T00:45:00.244-07:00,84013,0,0
2022-05-29T01:00:00.249-07:00,84020,0,0
2022-05-29T01:15:00.308-07:00,84028,0,0
2022-05-29T01:30:00.294-07:00,84035,0,0
2022-05-29T01:45:00.234-07:00,84043,0,0
2022-05-29T02:00:00.276-07:00,84050,0,0
2022-05-29T02:15:00.274-07:00,84058,0,0
2022-05-29T02:30:00.245-07:00,84066,0,0
2022-05-29T02:45:00.257-07:00,84074,0,0
2022-05-29T03:00:00.298-07:00,84081,0,0
2022-05-29T03:15:00.290-07:00,84089,0,0
2022-05-29T03:30:00.258-07:00,84097,0,0
2022-05-29T03:45:00.237-07:00,84105,0,0
2022-05-29T04:00:00.283-07:00,84112,0,0
2022-05-29T04:15:00.249-07:00,84119,0,0
2022-05-29T04:30:00.246-07:00,84127,0,0
2022-05-29T04:45:00.841-07:00,84134,0,0
2022-05-29T05:00:00.447-07:00,84141,0,0
2022-05-29T05:15:00.289-07:00,84149,0,0
2022-05-29T05:30:03.736-07:00,84156,0,0
2022-05-29T05:45:00.263-07:00,84163,0,0
2022-05-29T06:00:00.249-07:00,84170,0,0
2022-05-29T06:15:00.501-07:00,84178,0,0
2022-05-29T06:30:00.249-07:00,84186,0,0
2022-05-29T06:45:00.318-07:00,84193,0,0
2022-05-29T07:00:00.243-07:00,84200,0,0
2022-05-29T07:15:00.260-07:00,84207,0,0
2022-05-29T07:30:00.360-07:00,84215,0,0
2022-05-29T07:45:00.229-07:00,84222,0,0
2022-05-29T08:00:00.244-07:00,84229,0,0
2022-05-29T08:15:00.262-07:00,84237,0,0
2022-05-29T08:30:00.316-07:00,84244,0,0
2022-05-29T08:45:00.253-07:00,84252,0,0
2022-05-29T09:00:00.889-07:00,84259,0,0
2022-05-29T09:15:00.319-07:00,84266,0,0
2022-05-29T09:30:00.287-07:00,84274,0,0
2022-05-29T09:45:00.257-07:00,84281,0,0
2022-05-29T10:00:00.222-07:00,84289,0,0
2022-05-29T10:15:00.281-07:00,84296,0,0
2022-05-29T10:30:00.262-07:00,84304,0,0
2022-05-29T10:45:00.249-07:00,84312,0,0
2022-05-29T11:00:00.258-07:00,84320,0,0
2022-05-29T11:15:00.257-07:00,84327,0,0
2022-05-29T11:30:00.263-07:00,84336,0,0
2022-05-29T11:45:00.601-07:00,84344,0,0
2022-05-29T12:00:00.242-07:00,84353,0,0
2022-05-29T12:15:00.315-07:00,84362,0,0
2022-05-29T12:30:00.351-07:00,84371,0,0
2022-05-29T12:45:00.248-07:00,84379,0,0
2022-05-29T13:00:00.240-07:00,84387,0,0
2022-05-29T13:15:00.244-07:00,84396,0,0
2022-05-29T13:30:00.296-07:00,84404,0,0
2022-05-29T13:45:00.301-07:00,84411,0,0
2022-05-29T14:00:00.258-07:00,84419,0,0
2022-05-29T14:15:00.312-07:00,84428,0,0
2022-05-29T14:30:00.258-07:00,84438,0,0
2022-05-29T14:45:00.504-07:00,84446,0,0
2022-05-29T15:00:00.341-07:00,84454,0,0
2022-05-29T15:15:00.361-07:00,84463,0,0
2022-05-29T15:30:00.471-07:00,84471,0,0
2022-05-29T15:45:00.324-07:00,84480,0,0
2022-05-29T16:00:00.370-07:00,84489,0,0
2022-05-29T16:15:00.406-07:00,84498,0,0
2022-05-29T16:30:00.259-07:00,84506,0,0
2022-05-29T16:45:00.295-07:00,84514,0,0
2022-05-29T17:00:00.247-07:00,84522,0,0
2022-05-29T17:15:00.284-07:00,84531,0,0
2022-05-29T17:30:00.283-07:00,84539,0,0
2022-05-29T17:45:00.261-07:00,84547,0,0
2022-05-29T18:00:00.273-07:00,84555,0,0
2022-05-29T18:15:00.307-07:00,84563,0,0
2022-05-29T18:30:00.235-07:00,84571,0,0
2022-05-29T18:45:00.373-07:00,84579,0,0
2022-05-29T19:00:00.232-07:00,84586,0,0
2022-05-29T19:15:00.283-07:00,84594,0,0
2022-05-29T19:30:00.263-07:00,84603,0,0
2022-05-29T19:45:00.240-07:00,84611,0,0
2022-05-29T20:00:00.222-07:00,84619,0,0
2022-05-29T20:15:00.242-07:00,84627,0,0
2022-05-29T20:30:00.229-07:00,84635,0,0
2022-05-29T20:45:03.431-07:00,84643,0,0
2022-05-29T21:00:00.247-07:00,84651,0,0
2022-05-29T21:15:00.300-07:00,84660,0,0
2022-05-29T21:30:00.321-07:00,84668,0,0
2022-05-29T21:45:00.272-07:00,84676,0,0
2022-05-29T22:00:00.240-07:00,84685,0,0
2022-05-29T22:15:00.225-07:00,84694,0,0
2022-05-29T22:30:00.234-07:00,84703,0,0
2022-05-29T22:45:00.429-07:00,84711,0,0
2022-05-29T23:00:00.536-07:00,84719,0,0
2022-05-29T23:15:00.274-07:00,84727,0,0
2022-05-29T23:30:00.234-07:00,84734,0,0
2022-05-29T23:45:00.280-07:00,84743,0,0
2022-05-30T00:00:00.306-07:00,84751,0,0
2022-05-30T00:15:00.270-07:00,84759,0,0
2022-05-30T00:30:00.267-07:00,84767,0,0
2022-05-30T00:45:00.273-07:00,84775,0,0
2022-05-30T01:00:00.265-07:00,84783,0,0
2022-05-30T01:15:00.281-07:00,84791,0,0
2022-05-30T01:30:00.438-07:00,84798,0,0
2022-05-30T01:45:00.299-07:00,84806,0,0
2022-05-30T02:00:00.245-07:00,84813,0,0
2022-05-30T02:15:00.278-07:00,84821,0,0
2022-05-30T02:30:00.300-07:00,84829,0,0
2022-05-30T02:45:00.258-07:00,84838,0,0
2022-05-30T03:00:00.884-07:00,84845,0,0
2022-05-30T03:15:00.278-07:00,84854,0,0
2022-05-30T03:30:00.280-07:00,84862,0,0
2022-05-30T03:45:00.560-07:00,84870,0,0
2022-05-30T04:00:00.263-07:00,84878,0,0
2022-05-30T04:15:00.302-07:00,84886,0,0
2022-05-30T04:30:00.248-07:00,84893,0,0
2022-05-30T04:45:00.273-07:00,84901,0,0
2022-05-30T05:00:00.256-07:00,84908,0,0
2022-05-30T05:15:00.309-07:00,84916,0,0
2022-05-30T05:30:00.308-07:00,84923,0,0
2022-05-30T05:45:00.317-07:00,84931,0,0
2022-05-30T06:00:00.277-07:00,84938,0,0
2022-05-30T06:15:00.220-07:00,84945,0,0
2022-05-30T06:30:00.246-07:00,84953,0,0
2022-05-30T06:45:00.247-07:00,84960,0,0
2022-05-30T07:00:00.242-07:00,84968,0,0
2022-05-30T07:15:00.263-07:00,84975,0,0
2022-05-30T07:30:00.366-07:00,84982,0,0
2022-05-30T07:45:00.244-07:00,84990,0,0
2022-05-30T08:00:00.296-07:00,84997,0,0
2022-05-30T08:15:00.264-07:00,85005,0,0
2022-05-30T08:30:00.259-07:00,85013,0,0
2022-05-30T08:45:00.400-07:00,85021,0,0
2022-05-30T09:00:00.318-07:00,85028,0,0
2022-05-30T09:15:00.801-07:00,85036,0,0
2022-05-30T09:30:00.272-07:00,85044,0,0
2022-05-30T09:45:00.299-07:00,85052,0,0
2022-05-30T10:00:00.245-07:00,85060,0,0
2022-05-30T10:15:00.322-07:00,85067,0,0
2022-05-30T10:30:00.347-07:00,85075,0,0
2022-05-30T10:45:00.323-07:00,85083,0,0
2022-05-30T11:00:00.267-07:00,85092,0,0
2022-05-30T11:15:00.242-07:00,85100,0,0
2022-05-30T11:30:00.334-07:00,85109,0,0
2022-05-30T11:45:00.236-07:00,85118,0,0
2022-05-30T12:00:00.314-07:00,85127,0,0
2022-05-30T12:15:00.264-07:00,85136,0,0
2022-05-30T12:30:00.254-07:00,85145,0,0
2022-05-30T12:45:00.240-07:00,85153,0,0
2022-05-30T13:00:00.318-07:00,85161,0,0
2022-05-30T13:15:00.245-07:00,85170,0,0
2022-05-30T13:30:00.233-07:00,85178,0,0
2022-05-30T13:45:01.924-07:00,85186,0,0
2022-05-30T14:00:00.260-07:00,85195,0,0
2022-05-30T14:15:00.277-07:00,85203,0,0
2022-05-30T14:30:00.263-07:00,85212,0,0
2022-05-30T14:45:00.294-07:00,85219,0,0
2022-05-30T15:00:00.283-07:00,85227,0,0
2022-05-30T15:15:03.407-07:00,85236,0,0
2022-05-30T15:30:00.281-07:00,85246,0,0
2022-05-30T15:45:00.294-07:00,85254,0,0
2022-05-30T16:00:00.278-07:00,85263,0,0
2022-05-30T16:15:00.281-07:00,85271,0,0
2022-05-30T16:30:00.318-07:00,85279,0,0
2022-05-30T16:45:00.236-07:00,85288,0,0
2022-05-30T17:00:00.242-07:00,85297,0,0
2022-05-30T17:15:00.252-07:00,85304,0,0
2022-05-30T17:30:00.397-07:00,85312,0,0
2022-05-30T17:45:00.536-07:00,85321,0,0
2022-05-30T18:00:00.242-07:00,85329,0,0
2022-05-30T18:15:00.310-07:00,85337,0,0
2022-05-30T18:30:00.235-07:00,85345,0,0
2022-05-30T18:45:00.255-07:00,85354,0,0
2022-05-30T19:00:00.304-07:00,85363,0,0
2022-05-30T19:15:00.288-07:00,85370,0,0
2022-05-30T19:30:00.244-07:00,85378,0,0
2022-05-30T19:45:00.225-07:00,85386,0,0
2022-05-30T20:00:00.235-07:00,85394,0,0
2022-05-30T20:15:00.229-07:00,85402,0,0
2022-05-30T20:30:01.265-07:00,85411,0,0
2022-05-30T20:45:00.261-07:00,85420,0,0
2022-05-30T21:00:00.389-07:00,85429,0,0
2022-05-30T21:15:00.413-07:00,85438,0,0
2022-05-30T21:30:00.316-07:00,85447,0,0
2022-05-30T21:45:00.224-07:00,85456,0,0
2022-05-30T22:00:00.520-07:00,85464,0,0
2022-05-30T22:15:00.248-07:00,85472,0,0
2022-05-30T22:30:00.338-07:00,85481,0,0
2022-05-30T22:45:00.255-07:00,85490,0,0
2022-05-30T23:00:00.262-07:00,85498,0,0
2022-05-30T23:15:00.936-07:00,85506,0,0
2022-05-30T23:30:00.279-07:00,85514,0,0
2022-05-30T23:45:00.255-07:00,85523,0,0
2022-05-31T00:00:00.344-07:00,85531,0,0
2022-05-31T00:15:00.292-07:00,85540,0,0
2022-05-31T00:30:00.284-07:00,85548,0,0
2022-05-31T00:45:00.241-07:00,85557,0,0
2022-05-31T01:00:00.246-07:00,85566,0,0
2022-05-31T01:15:00.320-07:00,85575,0,0
2022-05-31T01:30:00.245-07:00,85582,0,0
2022-05-31T01:45:00.271-07:00,85590,0,0
2022-05-31T02:00:00.242-07:00,85598,0,0
2022-05-31T02:15:01.202-07:00,85607,0,0
2022-05-31T02:30:00.748-07:00,85615,0,0
2022-05-31T02:45:00.527-07:00,85622,0,0
2022-05-31T03:00:00.328-07:00,85631,0,0
2022-05-31T03:15:00.225-07:00,85639,0,0
2022-05-31T03:30:00.280-07:00,85646,0,0
2022-05-31T03:45:01.713-07:00,85654,0,0
