t,pu
2021-12-31T22:45-07:00,32.05222722734266
2021-12-31T23:00-07:00,29.38376580549893
2021-12-31T23:15-07:00,31.135819545067527
2021-12-31T23:30-07:00,30.291766215268993
2021-12-31T23:45-07:00,29.941104383988606
2022-01-01T00:00-07:00,32.2325422463381
2022-01-01T00:15-07:00,34.67441782400581
2022-01-01T00:30-07:00,34.90445669662128
2022-01-01T00:45-07:00,30.946164097132737
2022-01-01T01:00-07:00,27.941449322212765
2022-01-01T01:15-07:00,31.645645909795057
2022-01-01T01:30-07:00,34.284682666362286
2022-01-01T01:45-07:00,30.329562493938443
2022-01-01T02:00-07:00,31.15642809405162
2022-01-01T02:15-07:00,28.601240766587633
2022-01-01T02:30-07:00,32.920413262169355
2022-01-01T02:45-07:00,27.26544081806442
2022-01-01T03:00-07:00,32.770255690023056
2022-01-01T03:15-07:00,31.999289321410778
2022-01-01T03:30-07:00,32.32219385299609
2022-01-01T03:45-07:00,33.96503389083877
2022-01-01T04:00-07:00,31.89372059339667
2022-01-01T04:15-07:00,33.213257466397565
2022-01-01T04:30-07:00,34.65318624562458
2022-01-01T04:45-07:00,31.22620641466141
2022-01-01T05:00-07:00,34.21328488562528
2022-01-01T05:15-07:00,32.9280482252144
2022-01-01T05:30-07:00,33.08067990401407
2022-01-01T05:45-07:00,34.6416839820162
2022-01-01T06:00-07:00,32.00243327605139
2022-01-01T06:15-07:00,34.981393795119956
2022-01-01T06:30-07:00,32.03560537334127
2022-01-01T06:45-07:00,30.422421256814552
2022-01-01T07:00-07:00,29.738912090793995
2022-01-01T07:15-07:00,33.34323622015258
2022-01-01T07:30-07:00,29.22663305547568
2022-01-01T07:45-07:00,32.43145648036813
2022-01-01T08:00-07:00,31.12291636109848
2022-01-01T08:15-07:00,32.46351629334315
2022-01-01T08:30-07:00,32.7746918159669
2022-01-01T08:45-07:00,31.938552089248468
2022-01-01T09:00-07:00,31.619816738677574
2022-01-01T09:15-07:00,29.38021211549771
2022-01-01T09:30-07:00,31.295920826297124
2022-01-01T09:45-07:00,31.859028370910206
2022-01-01T10:00-07:00,33.71887723485086
2022-01-01T10:15-07:00,32.563071142523206
2022-01-01T10:30-07:00,35.13378911140873
2022-01-01T10:45-07:00,28.18216120395928
2022-01-01T11:00-07:00,34.77416225365472
2022-01-01T11:15-07:00,32.048736848246854
2022-01-01T11:30-07:00,31.878808472548414
2022-01-01T11:45-07:00,29.35455870749932
2022-01-01T12:00-07:00,33.35804086765209
2022-01-01T12:15-07:00,31.040556475548154
2022-01-01T12:30-07:00,28.8338426956883
2022-01-01T12:45-07:00,33.122765886641645
2022-01-01T13:00-07:00,32.271281744582716
2022-01-01T13:15-07:00,33.36972515742291
2022-01-01T13:30-07:00,31.62547022077344
2022-01-01T13:45-07:00,30.700450021923167
2022-01-01T14:00-07:00,33.88086719971623
