t,pu
2021-12-31T22:45-07:00,8.823918289095303
2021-12-31T23:00-07:00,7.251833420639084
2021-12-31T23:15-07:00,5.511811023622042
2021-12-31T23:30-07:00,3.937007874015754
2021-12-31T23:45-07:00,9.562607204116643
2022-01-01T00:00-07:00,9.458085137294784
2022-01-01T00:15-07:00,9.45821854912764
2022-01-01T00:30-07:00,9.395453812671294
2022-01-01T00:45-07:00,10.29163456336782
2022-01-01T01:00-07:00,8.887891929614675
2022-01-01T01:15-07:00,7.251436947248808
2022-01-01T01:30-07:00,4.694624622696043
2022-01-01T01:45-07:00,7.806691449814126
2022-01-01T02:00-07:00,8.671326403191536
2022-01-01T02:15-07:00,8.606111751245564
2022-01-01T02:30-07:00,6.909547738693473
2022-01-01T02:45-07:00,8.734837043893409
2022-01-01T03:00-07:00,8.887891929614675
2022-01-01T03:15-07:00,7.868991918332618
2022-01-01T03:30-07:00,6.3138391372511755
2022-01-01T03:45-07:00,7.998431680062732
2022-01-01T04:00-07:00,8.822746923844369
2022-01-01T04:15-07:00,8.734837043893409
2022-01-01T04:30-07:00,7.998297537978005
2022-01-01T04:45-07:00,9.627929252060172
2022-01-01T05:00-07:00,7.496012759170654
2022-01-01T05:15-07:00,7.2228694327448695
2022-01-01T05:30-07:00,3.664126772107713
2022-01-01T05:45-07:00,3.598280602093053
2022-01-01T06:00-07:00,8.203004265314947
2022-01-01T06:15-07:00,7.563286224569026
2022-01-01T06:30-07:00,8.203786362936746
2022-01-01T06:45-07:00,7.434944237918216
2022-01-01T07:00-07:00,9.107710620702612
2022-01-01T07:15-07:00,10.317689860411301
2022-01-01T07:30-07:00,12.852112676056338
2022-01-01T07:45-07:00,5.736931496508781
2022-01-01T08:00-07:00,8.761099924074863
2022-01-01T08:15-07:00,10.337996780983032
2022-01-01T08:30-07:00,9.480872859200769
2022-01-01T08:45-07:00,10.623631791290498
2022-01-01T09:00-07:00,12.015635622025833
2022-01-01T09:15-07:00,9.58079118283803
2022-01-01T09:30-07:00,7.696026520558041
2022-01-01T09:45-07:00,6.0554683941494964
2022-01-01T10:00-07:00,7.223395709993163
2022-01-01T10:15-07:00,11.349164234544967
2022-01-01T10:30-07:00,8.283395541553956
2022-01-01T10:45-07:00,8.283395541553956
2022-01-01T11:00-07:00,9.0949243623247
2022-01-01T11:15-07:00,5.886547298367937
2022-01-01T11:30-07:00,9.0949243623247
2022-01-01T11:45-07:00,8.139817137308835
2022-01-01T12:00-07:00,3.4992281114460115
2022-01-01T12:15-07:00,9.24408188159952
2022-01-01T12:30-07:00,9.0949243623247
2022-01-01T12:45-07:00,7.547169811320747
2022-01-01T13:00-07:00,11.110599502716637
2022-01-01T13:15-07:00,9.027664102144373
2022-01-01T13:30-07:00,3.448275862068972
2022-01-01T13:45-07:00,7.872396003395801
2022-01-01T14:00-07:00,11.08037980097517
2022-01-01T14:15-07:00,11.812341413377958
2022-01-01T14:30-07:00,9.147609147609147
2022-01-01T14:45-07:00,11.703724887395438
2022-01-01T15:00-07:00,10.185572180891077
2022-01-01T15:15-07:00,7.701341684757471
2022-01-01T15:30-07:00,6.054733486678856
2022-01-01T15:45-07:00,10.683760683760683
2022-01-01T16:00-07:00,8.071073633488933
2022-01-01T16:15-07:00,9.873949579831933
2022-01-01T16:30-07:00,10.352264557872035
2022-01-01T16:45-07:00,9.178413002894473
2022-01-01T17:00-07:00,7.434549681593046
2022-01-01T17:15-07:00,7.129455909943715
2022-01-01T17:30-07:00,5.645161290322575
2022-01-01T17:45-07:00,4.8106397705923065
2022-01-01T18:00-07:00,9.934669210122058
2022-01-01T18:15-07:00,8.198422929467105
2022-01-01T18:30-07:00,9.807163463971797
2022-01-01T18:45-07:00,8.888151894536115
