t,cu
2021-12-31T22:45-07:00,6.451612903225806
2021-12-31T23:00-07:00,3.7735849056603774
2021-12-31T23:15-07:00,7.462686567164172
2021-12-31T23:30-07:00,9.333333333333334
2021-12-31T23:45-07:00,12.663755458515292
2022-01-01T00:00-07:00,9.442060085836902
2022-01-01T00:15-07:00,5.333333333333333
2022-01-01T00:30-07:00,9.74025974025974
2022-01-01T00:45-07:00,11.486486486486486
2022-01-01T01:00-07:00,10.447761194029857
2022-01-01T01:15-07:00,9.333333333333334
2022-01-01T01:30-07:00,10.526315789473676
2022-01-01T01:45-07:00,13.195876288659802
2022-01-01T02:00-07:00,12.578616352201259
2022-01-01T02:15-07:00,16.390041493775943
2022-01-01T02:30-07:00,15.280898876404486
2022-01-01T02:45-07:00,9.322033898305078
2022-01-01T03:00-07:00,17.69722814498933
2022-01-01T03:15-07:00,10.329670329670323
2022-01-01T03:30-07:00,3.125
2022-01-01T03:45-07:00,6.866952789699564
2022-01-01T04:00-07:00,6.666666666666667
2022-01-01T04:15-07:00,4.06852248394005
2022-01-01T04:30-07:00,9.706546275395041
2022-01-01T04:45-07:00,13.422818791946309
2022-01-01T05:00-07:00,10.151187904967594
2022-01-01T05:15-07:00,14.864864864864865
2022-01-01T05:30-07:00,6.4935064935064934
2022-01-01T05:45-07:00,7.098121085594997
2022-01-01T06:00-07:00,8.35073068893529
2022-01-01T06:15-07:00,5.69620253164557
2022-01-01T06:30-07:00,9.706546275395041
2022-01-01T06:45-07:00,10.913140311804018
2022-01-01T07:00-07:00,11.738148984198654
2022-01-01T07:15-07:00,6.208425720620848
2022-01-01T07:30-07:00,10.273972602739725
2022-01-01T07:45-07:00,6.5420560747663625
2022-01-01T08:00-07:00,5.806451612903226
2022-01-01T08:15-07:00,4.697986577181208
2022-01-01T08:30-07:00,6.756756756756757
2022-01-01T08:45-07:00,7.093821510297491
2022-01-01T09:00-07:00,7.972665148063774
2022-01-01T09:15-07:00,3.139013452914792
2022-01-01T09:30-07:00,6.373626373626368
2022-01-01T09:45-07:00,7.947019867549669
2022-01-01T10:00-07:00,12.641083521444688
2022-01-01T10:15-07:00,12.672811059907842
2022-01-01T10:30-07:00,9.333333333333334
2022-01-01T10:45-07:00,8.425720620842565
2022-01-01T11:00-07:00,5.2631578947368425
2022-01-01T11:15-07:00,7.373271889400915
2022-01-01T11:30-07:00,20.132743362831867
2022-01-01T11:45-07:00,8.292682926829277
2022-01-01T12:00-07:00,13.817330210772825
2022-01-01T12:15-07:00,13.769751693002265
2022-01-01T12:30-07:00,13.986013986013987
2022-01-01T12:45-07:00,7.189542483660131
2022-01-01T13:00-07:00,6.473214285714279
2022-01-01T13:15-07:00,10.62355658198615
2022-01-01T13:30-07:00,10.526315789473685
2022-01-01T13:45-07:00,13.583138173302114
2022-01-01T14:00-07:00,8.240534521158137
2022-01-01T14:15-07:00,5.122494432071264
2022-01-01T14:30-07:00,12.337662337662337
2022-01-01T14:45-07:00,11.899313501144173
2022-01-01T15:00-07:00,10.596026490066226
2022-01-01T15:15-07:00,10.77981651376146
2022-01-01T15:30-07:00,14.508928571428564
2022-01-01T15:45-07:00,6.4935064935064934
2022-01-01T16:00-07:00,11.06382978723405
2022-01-01T16:15-07:00,9.655172413793103
2022-01-01T16:30-07:00,6.595744680851071
2022-01-01T16:45-07:00,11.409395973154362
2022-01-01T17:00-07:00,12.114989733059542
2022-01-01T17:15-07:00,8.284023668639053
2022-01-01T17:30-07:00,8.102345415778244
2022-01-01T17:45-07:00,15.283842794759833
2022-01-01T18:00-07:00,9.91902834008098
2022-01-01T18:15-07:00,12.048192771084338
2022-01-01T18:30-07:00,10.020040080160314
2022-01-01T18:45-07:00,10.714285714285714
2022-01-01T19:00-07:00,0.9671179883945786
2022-01-01T19:15-07:00,9.81210855949895
2022-01-01T19:30-07:00,16.049382716049383
2022-01-01T19:45-07:00,8.418891170431204
2022-01-01T20:00-07:00,7.581967213114761
2022-01-01T20:15-07:00,8.447937131630654
2022-01-01T20:30-07:00,10.229645093945727
2022-01-01T20:45-07:00,11.570247933884291
2022-01-01T21:00-07:00,4.940711462450599
2022-01-01T21:15-07:00,11.801242236024844
2022-01-01T21:30-07:00,9.475806451612897
2022-01-01T21:45-07:00,10.33797216699802
2022-01-01T22:00-07:00,13.877551020408156
2022-01-01T22:15-07:00,7.100591715976331
2022-01-01T22:30-07:00,12.204724409448811
2022-01-01T22:45-07:00,10.0
2022-01-01T23:00-07:00,11.752988047808758
2022-01-01T23:15-07:00,10.958904109589033
2022-01-01T23:30-07:00,12.127236580516906
2022-01-01T23:45-07:00,10.869565217391312
2022-01-02T00:00-07:00,8.641975308641975
2022-01-02T00:15-07:00,13.026052104208409
2022-01-02T00:30-07:00,5.50847457627118
2022-01-02T00:45-07:00,6.211180124223603
2022-01-02T01:00-07:00,6.134969325153374
2022-01-02T01:15-07:00,6.7073170731707314
2022-01-02T01:30-07:00,7.792207792207792
2022-01-02T01:45-07:00,5.0
2022-01-02T02:00-07:00,5.590062111801243
2022-01-02T02:15-07:00,9.146341463414634
2022-01-02T02:30-07:00,2.9239766081871346
2022-01-02T02:45-07:00,8.77551020408164
2022-01-02T03:00-07:00,5.625
