t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,7445.509071469414,6274.642725552853,6001.55604822616
2021-12-31T23:00-07:00,10595.532140168012,7700.697890451229,9716.805030461403
2021-12-31T23:15-07:00,7731.874804987468,6573.13281472389,6300.046137397197
2021-12-31T23:30-07:00,8254.37679860408,7385.464643473693,6831.208385051653
2021-12-31T23:45-07:00,8556.330989390255,7385.464643473693,7115.842067762138
2022-01-01T00:00-07:00,8504.369465163189,7638.34406137875,7086.9745543026565
2022-01-01T00:15-07:00,8521.689973238877,7370.453536474763,7101.408311032397
2022-01-01T00:30-07:00,7953.577308356285,6789.63916567,6249.23931370851
2022-01-01T00:45-07:00,9941.971635445356,6789.63916567,8787.848447335295
2022-01-01T01:00-07:00,7385.464643473693,6520.0165899584445,6249.23931370851
2022-01-01T01:15-07:00,8254.37679860408,7086.9745543026565,6831.208385051653
2022-01-01T01:30-07:00,7985.908923430904,6831.208385051653,6546.574702341167
2022-01-01T01:45-07:00,7953.577308356285,6803.4955721305505,6533.295646149805
2022-01-01T02:00-07:00,9089.802638121468,6236.5376077863375,8237.633640797581
2022-01-01T02:15-07:00,8823.64416402505,7669.520975914989,7400.475750472623
2022-01-01T02:30-07:00,7400.475750472623,6249.23931370851,5965.182981267214
2022-01-01T02:45-07:00,9677.545212156507,6803.4955721305505,8805.746305680173
2022-01-01T03:00-07:00,8823.64416402505,7653.9325186468695,7669.520975914989
2022-01-01T03:15-07:00,8539.010481314566,7370.453536474763,7101.408311032397
2022-01-01T03:30-07:00,7400.475750472623,6236.5376077863375,5965.182981267214
2022-01-01T03:45-07:00,8805.746305680173,7370.453536474763,7370.453536474763
2022-01-01T04:00-07:00,10510.084300327948,7638.34406137875,9638.285393851613
2022-01-01T04:15-07:00,8787.848447335295,7638.34406137875,7370.453536474763
2022-01-01T04:30-07:00,8504.369465163189,7355.442429475833,7086.9745543026565
2022-01-01T04:45-07:00,7937.411500818976,6789.63916567,6520.0165899584445
2022-01-01T05:00-07:00,8220.890482991083,7058.107040843175,7072.540797572916
2022-01-01T05:15-07:00,8787.848447335295,7638.34406137875,7370.453536474763
2022-01-01T05:30-07:00,8220.890482991083,7072.540797572916,6803.4955721305505
2022-01-01T05:45-07:00,7937.411500818976,7058.107040843175,6789.63916567
2022-01-01T06:00-07:00,8823.64416402505,5965.182981267214,7969.743115893594
2022-01-01T06:15-07:00,8287.863114217078,7115.842067762138,7130.275824491879
2022-01-01T06:30-07:00,8271.11995641058,7115.842067762138,6845.064791512204
2022-01-01T06:45-07:00,9736.43493961385,6845.064791512204,8859.439880714808
2022-01-01T07:00-07:00,7415.486857471554,6831.208385051653,6831.208385051653
2022-01-01T07:15-07:00,6845.064791512204,5965.182981267214,5977.307336920196
2022-01-01T07:30-07:00,5989.431692573178,5113.013983943326,5123.406288788739
2022-01-01T07:45-07:00,6261.941019630682,5681.126648825918,5692.673654209711
2022-01-01T08:00-07:00,6287.344431475025,5408.0399714992245,5419.009626613828
2022-01-01T08:15-07:00,6261.941019630682,5681.126648825918,5692.673654209711
2022-01-01T08:30-07:00,6845.064791512204,6261.941019630682,6261.941019630682
2022-01-01T08:45-07:00,6845.064791512204,6261.941019630682,6261.941019630682
2022-01-01T09:00-07:00,6001.55604822616,5123.406288788739,5133.798593634153
2022-01-01T09:15-07:00,6817.351978591101,6236.5376077863375,6249.23931370851
2022-01-01T09:30-07:00,5113.013983943326,4535.6637147537,4260.844986619439
2022-01-01T09:45-07:00,5692.673654209711,5113.013983943326,5123.406288788739
2022-01-01T10:00-07:00,7685.109433183109,6803.4955721305505,6817.351978591101
2022-01-01T10:15-07:00,7115.842067762138,4819.142696925806,7101.408311032397
2022-01-01T10:30-07:00,6261.941019630682,5681.126648825918,5692.673654209711
2022-01-01T10:45-07:00,5408.0399714992245,4828.95765150203,4828.95765150203
2022-01-01T11:00-07:00,5965.182981267214,5386.100661270019,5397.070316384622
2022-01-01T11:15-07:00,5408.0399714992245,4828.95765150203,4828.95765150203
