t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,87380.80854131149,85052.35490566972,93139.30012620881
2021-12-31T23:00-07:00,87562.09652583703,85052.35490566972,92581.57976617164
2021-12-31T23:15-07:00,87102.52571156209,84773.49472565114,92389.89947680068
2021-12-31T23:30-07:00,83936.91418559536,81706.03274544666,92302.71958615305
2021-12-31T23:45-07:00,84494.63454563255,84949.00920748478,89792.97796598574
2022-01-01T00:00-07:00,86267.67722231388,81258.58628682469,89143.4589131474
2022-01-01T00:15-07:00,84041.41458431869,84494.63454563255,89514.11778596716
2022-01-01T00:30-07:00,86446.65580576267,81427.17256542806,89328.78834955729
2022-01-01T00:45-07:00,83589.34932354321,84319.69741406808,89328.78834955729
2022-01-01T01:00-07:00,85989.39439256449,83936.91418559536,91744.99922611586
2022-01-01T01:15-07:00,83379.19382555819,84110.69661662144,89235.25760594856
2022-01-01T01:30-07:00,83831.25908633367,81595.75884403143,91655.50993439148
2022-01-01T01:45-07:00,85787.32179834812,80757.44625316809,88677.53724591139
2022-01-01T02:00-07:00,83100.3336455396,83658.05400557678,88398.6770658928
2022-01-01T02:15-07:00,85432.82873306569,80590.5920253723,88493.93986030908
2022-01-01T02:30-07:00,82928.2832653211,83658.05400557678,88398.6770658928
2022-01-01T02:45-07:00,85154.54590331629,80311.7318453537,88215.65703055968
2022-01-01T03:00-07:00,82650.0004355717,80702.0206273259,91466.13904609728
2022-01-01T03:15-07:00,82093.43477607289,82821.473465521,88119.8168858742
2022-01-01T03:30-07:00,82821.473465521,80590.5920253723,91187.27886607869
2022-01-01T03:45-07:00,84876.2630735669,82821.473465521,90629.5585060415
2022-01-01T04:00-07:00,84597.9802438175,81815.15194632349,92389.89947680068
2022-01-01T04:15-07:00,83589.34932354321,84041.41458431869,89050.50551980788
2022-01-01T04:30-07:00,85432.82873306569,83206.56609507049,90998.48532805368
2022-01-01T04:45-07:00,83311.643844063,83763.13175456929,88310.34247470678
2022-01-01T05:00-07:00,85533.28767990468,83033.93836458279,90809.69179002868
2022-01-01T05:15-07:00,86088.6986388651,83589.34932354321,91087.39726950889
2022-01-01T05:30-07:00,86741.10444304938,84422.46576198384,92198.21918742973
2022-01-01T05:45-07:00,86186.84818462734,84144.76028250363,91365.1027489891
2022-01-01T06:00-07:00,86186.84818462734,83692.69502172816,91452.28263963673
2022-01-01T06:15-07:00,86088.6986388651,83867.05480302342,91365.1027489891
2022-01-01T06:30-07:00,85533.28767990468,83763.13175456929,91276.76815780308
2022-01-01T06:45-07:00,82650.0004355717,83100.3336455396,88119.8168858742
2022-01-01T07:00-07:00,85228.44673777257,83444.43440597662,91004.83618101476
2022-01-01T07:15-07:00,82434.07143489477,83164.41952541965,88022.82204065035
2022-01-01T07:30-07:00,85228.44673777257,80644.28560040693,88204.68737544508
2022-01-01T07:45-07:00,82434.07143489477,80478.00872288032,90817.19734352814
2022-01-01T08:00-07:00,85124.52368931843,83164.41952541965,90724.8213004578
2022-01-01T08:15-07:00,81595.75884403143,79639.69613201698,90164.79153934386
2022-01-01T08:30-07:00,84844.50880876146,82604.38976430571,90631.29055684908
2022-01-01T08:45-07:00,82044.36000319177,80084.255839293,90631.29055684908
2022-01-01T09:00-07:00,85019.44594032591,82774.70809371665,90631.29055684908
2022-01-01T09:15-07:00,82434.07143489477,80478.00872288032,90724.8213004578
2022-01-01T09:30-07:00,84284.47904764752,79804.24095873603,87364.64273377418
2022-01-01T09:45-07:00,82324.37488374874,80364.27071984997,90631.29055684908
2022-01-01T10:00-07:00,84844.50880876146,82884.40464486268,90724.8213004578
2022-01-01T10:15-07:00,84844.50880876146,82604.38976430571,90164.79153934386
2022-01-01T10:30-07:00,81764.34512263481,82774.70809371665,87544.77601776134
2022-01-01T10:45-07:00,97445.17843382504,91844.88082268568,99685.29747828079
2022-01-01T11:00-07:00,100597.5109036004,94729.32276755704,102553.57361561485
2022-01-01T11:15-07:00,98285.22307549595,95205.0593893693,105565.60996997713
2022-01-01T11:30-07:00,97523.69807043482,97445.17843382504,102765.46116440745
2022-01-01T11:45-07:00,97725.193314382,97445.17843382504,102765.46116440745
2022-01-01T12:00-07:00,97523.69807043482,97445.17843382504,102485.44628385047
2022-01-01T12:15-07:00,97445.17843382504,97165.16355326807,102205.4314032935
2022-01-01T12:30-07:00,96605.13379215414,96605.13379215414,101365.3867616226
2022-01-01T12:45-07:00,95847.07288870816,95765.08915048323,100805.35700050867
2022-01-01T13:00-07:00,94729.32276755704,95205.0593893693,99965.31235883776
2022-01-01T13:15-07:00,93332.13511611815,94084.99986714142,98565.23795605292
2022-01-01T13:30-07:00,93524.97010602748,93804.98498658444,98565.23795605292
2022-01-01T13:45-07:00,94645.02962825536,94365.01474769838,99405.28259772382
2022-01-01T14:00-07:00,95567.63535842038,95765.08915048323,100525.34211995169
2022-01-01T14:15-07:00,96685.3854795715,96885.1486727111,101435.82349446374
2022-01-01T14:30-07:00,97523.69807043482,97165.16355326807,102205.4314032935
2022-01-01T14:45-07:00,97803.13560072261,97445.17843382504,102485.44628385047
2022-01-01T15:00-07:00,98082.57313101039,97803.13560072261,102833.01114590262
2022-01-01T15:15-07:00,98082.57313101039,97803.13560072261,102833.01114590262
2022-01-01T15:30-07:00,98082.57313101039,97803.13560072261,102833.01114590262
2022-01-01T15:45-07:00,97879.92318652483,97803.13560072261,102620.54624684085
2022-01-01T16:00-07:00,98082.57313101039,97803.13560072261,102833.01114590262
2022-01-01T16:15-07:00,100597.5109036004,95008.76029784483,102620.54624684085
2022-01-01T16:30-07:00,98158.78336654342,95091.32138633894,105409.14804702674
2022-01-01T16:45-07:00,97677.27324203927,94616.16211479588,105130.28786700816
2022-01-01T17:00-07:00,97398.99041228987,97601.06300650624,102341.68606682227
