t,v
2022-03-31T23:45-07:00,74886.45384438867
2022-04-01T00:00-07:00,76004.03900832002
2022-04-01T00:15-07:00,75997.77063396883
2022-04-01T00:30-07:00,77093.00409462154
2022-04-01T00:45-07:00,76661.1460932677
2022-04-01T01:00-07:00,76553.18159292925
2022-04-01T01:15-07:00,76705.6020639953
2022-04-01T01:30-07:00,76718.30376991747
2022-04-01T01:45-07:00,74836.96667845813
2022-04-01T02:00-07:00,74762.73592956233
2022-04-01T02:15-07:00,75834.79290083758
2022-04-01T02:30-07:00,74898.82563587131
2022-04-01T02:45-07:00,75866.13477259359
2022-04-01T03:00-07:00,75815.98777778399
2022-04-01T03:15-07:00,75834.79290083758
2022-04-01T03:30-07:00,75747.03565992076
2022-04-01T03:45-07:00,73790.31311902723
2022-04-01T04:00-07:00,74614.27443177071
2022-04-01T04:15-07:00,75146.261465524
2022-04-01T04:30-07:00,77194.61774199891
2022-04-01T04:45-07:00,77086.65324166046
2022-04-01T05:00-07:00,75991.50225961763
2022-04-01T05:15-07:00,77340.6873601039
2022-04-01T05:30-07:00,73949.0019644445
2022-04-01T05:45-07:00,76889.7767998668
2022-04-01T06:00-07:00,75458.69043976549
2022-04-01T06:15-07:00,81091.1547087597
2022-04-01T06:30-07:00,80757.11633872856
2022-04-01T06:45-07:00,78802.20832725249
2022-04-01T07:00-07:00,78834.78737815675
2022-04-01T07:15-07:00,77566.67875118667
2022-04-01T07:30-07:00,77029.49556501069
2022-04-01T07:45-07:00,76584.93585773467
2022-04-01T08:00-07:00,79010.71425303983
2022-04-01T08:15-07:00,80917.4547563435
2022-04-01T08:30-07:00,81157.96238276594
2022-04-01T08:45-07:00,79905.27725584421
2022-04-01T09:00-07:00,79892.08067826273
2022-04-01T09:15-07:00,79832.69607914609
2022-04-01T09:30-07:00,80327.56773845149
2022-04-01T09:45-07:00,82403.38939201785
2022-04-01T10:00-07:00,80202.20025142745
2022-04-01T10:15-07:00,82792.1935590121
2022-04-01T10:30-07:00,81733.82803697763
2022-04-01T10:45-07:00,82689.50768970624
2022-04-01T11:00-07:00,85628.63295293086
2022-04-01T11:15-07:00,83678.83861526761
2022-04-01T11:30-07:00,87291.64916402663
2022-04-01T11:45-07:00,87090.73127034864
2022-04-01T12:00-07:00,85883.98672913245
2022-04-01T12:15-07:00,82322.23043989175
2022-04-01T12:30-07:00,83285.08573168029
2022-04-01T12:45-07:00,89261.65076111152
2022-04-01T13:00-07:00,85221.84844898184
2022-04-01T13:15-07:00,86167.71314713419
2022-04-01T13:30-07:00,82132.85955159755
2022-04-01T13:45-07:00,87076.37999222879
