t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,29947.15846286589,27665.47019902849,26864.10802539329
2021-12-31T23:00-07:00,30517.58052882524,28293.04994163761,27435.684791891017
2021-12-31T23:15-07:00,29947.15846286589,28007.26155838875,26864.10802539329
2021-12-31T23:30-07:00,30332.251092415372,28121.576911688295,26701.295249481813
2021-12-31T23:45-07:00,30332.251092415372,27837.520579246997,26133.18258459922
2022-01-01T00:00-07:00,30491.022416442516,27724.35992648583,26875.65503077708
2022-01-01T00:15-07:00,30899.209056759584,28347.898217210626,26985.35158192311
2022-01-01T00:30-07:00,30836.277877417913,28064.41923503852,27213.982288522202
2022-01-01T00:45-07:00,30553.376245515,28914.85618155484,26363.545342005884
2022-01-01T01:00-07:00,31182.68803893169,27780.940252866414,26930.503306350096
2022-01-01T01:15-07:00,30048.772110243266,27837.520579246997,26133.18258459922
2022-01-01T01:30-07:00,30394.02757121866,27609.467222917094,27040.199857496125
2022-01-01T01:45-07:00,30394.02757121866,28405.63324412959,26417.23891704052
2022-01-01T02:00-07:00,30332.251092415372,27780.940252866414,27213.982288522202
2022-01-01T02:15-07:00,29765.293128071156,27553.464246805703,26701.295249481813
2022-01-01T02:30-07:00,29765.293128071156,28347.898217210626,26417.23891704052
2022-01-01T02:45-07:00,30615.730074587478,28689.689576570887,26985.35158192311
2022-01-01T03:00-07:00,30048.772110243266,28064.41923503852,26363.545342005884
2022-01-01T03:15-07:00,30048.772110243266,28405.63324412959,26985.35158192311
2022-01-01T03:30-07:00,30615.730074587478,27837.520579246997,27269.407914364405
2022-01-01T03:45-07:00,30332.251092415372,28347.898217210626,27269.407914364405
2022-01-01T04:00-07:00,30615.730074587478,28064.41923503852,27213.982288522202
2022-01-01T04:15-07:00,30836.277877417913,28914.85618155484,26930.503306350096
2022-01-01T04:30-07:00,30270.47461361208,27780.940252866414,26930.503306350096
2022-01-01T04:45-07:00,31119.17950932083,28007.26155838875,26875.65503077708
2022-01-01T05:00-07:00,30491.022416442516,28290.163190291663,26875.65503077708
2022-01-01T05:15-07:00,30270.47461361208,28007.26155838875,26363.545342005884
2022-01-01T05:30-07:00,30270.47461361208,28007.26155838875,27213.982288522202
2022-01-01T05:45-07:00,29987.572981709163,28007.26155838875,26592.753398874163
