t,pu
2021-12-31T22:45-07:00,6.35055153843
2021-12-31T23:00-07:00,6.152641197458875
2021-12-31T23:15-07:00,5.921993056973657
2021-12-31T23:30-07:00,6.859986575634092
2021-12-31T23:45-07:00,7.940171349911306
2022-01-01T00:00-07:00,7.500237478118081
2022-01-01T00:15-07:00,7.497372103455427
2022-01-01T00:30-07:00,7.425161744493977
2022-01-01T00:45-07:00,7.853899707395823
2022-01-01T01:00-07:00,8.910891089108912
2022-01-01T01:15-07:00,7.292167722606275
2022-01-01T01:30-07:00,7.217922606924644
2022-01-01T01:45-07:00,7.0
2022-01-01T02:00-07:00,6.644518272425255
2022-01-01T02:15-07:00,6.2792471500134
2022-01-01T02:30-07:00,6.244749369924386
2022-01-01T02:45-07:00,6.439181051786431
2022-01-01T03:00-07:00,6.711409395973161
2022-01-01T03:15-07:00,5.508629194653554
2022-01-01T03:30-07:00,7.144589024488806
2022-01-01T03:45-07:00,5.872276968341294
2022-01-01T04:00-07:00,6.930693069306931
2022-01-01T04:15-07:00,6.795127117232922
2022-01-01T04:30-07:00,6.859701208617252
2022-01-01T04:45-07:00,8.552631578947363
2022-01-01T05:00-07:00,6.79014842075464
2022-01-01T05:15-07:00,7.289755325607258
2022-01-01T05:30-07:00,6.222480347929447
2022-01-01T05:45-07:00,6.35451505016723
2022-01-01T06:00-07:00,7.49822934345391
2022-01-01T06:15-07:00,8.0
2022-01-01T06:30-07:00,7.7808160563738165
2022-01-01T06:45-07:00,7.145439209543318
2022-01-01T07:00-07:00,8.910891089108912
2022-01-01T07:15-07:00,6.863355909721245
2022-01-01T07:30-07:00,6.245321572356309
2022-01-01T07:45-07:00,7.49391987599219
2022-01-01T08:00-07:00,7.17008289575392
2022-01-01T08:15-07:00,7.920792079207921
2022-01-01T08:30-07:00,7.7808160563738165
2022-01-01T08:45-07:00,8.629462259229394
2022-01-01T09:00-07:00,7.933042212518195
2022-01-01T09:15-07:00,7.485762426284756
2022-01-01T09:30-07:00,6.930693069306931
2022-01-01T09:45-07:00,8.0
2022-01-01T10:00-07:00,8.305647840531561
2022-01-01T10:15-07:00,7.718120805369128
2022-01-01T10:30-07:00,7.0
2022-01-01T10:45-07:00,7.382550335570469
2022-01-01T11:00-07:00,7.178599442806519
2022-01-01T11:15-07:00,8.223684210526315
2022-01-01T11:30-07:00,7.308970099667774
2022-01-01T11:45-07:00,8.695652173913043
2022-01-01T12:00-07:00,7.6923076923076925
2022-01-01T12:15-07:00,9.30232558139535
2022-01-01T12:30-07:00,7.854035766070566
2022-01-01T12:45-07:00,8.931963742943992
2022-01-01T13:00-07:00,8.395173776093113
2022-01-01T13:15-07:00,8.210278011794435
2022-01-01T13:30-07:00,8.389261744966444
2022-01-01T13:45-07:00,8.278145695364238
2022-01-01T14:00-07:00,8.566371681415925
2022-01-01T14:15-07:00,8.210278011794435
2022-01-01T14:30-07:00,8.570288674154563
2022-01-01T14:45-07:00,5.932444709615301
2022-01-01T15:00-07:00,6.932486617410596
2022-01-01T15:15-07:00,8.566371681415925
2022-01-01T15:30-07:00,8.305647840531556
2022-01-01T15:45-07:00,7.7289286305679745
2022-01-01T16:00-07:00,7.6923076923076925
2022-01-01T16:15-07:00,8.176058099984452
2022-01-01T16:30-07:00,7.351271684359378
2022-01-01T16:45-07:00,8.055154829402483
2022-01-01T17:00-07:00,7.486026755987813
2022-01-01T17:15-07:00,7.573777999272653
2022-01-01T17:30-07:00,8.569693288794413
2022-01-01T17:45-07:00,9.295453155888886
2022-01-01T18:00-07:00,9.5657455208017
2022-01-01T18:15-07:00,8.127547350755215
2022-01-01T18:30-07:00,8.93415801814393
2022-01-01T18:45-07:00,7.491856677524424
2022-01-01T19:00-07:00,8.77007282155035
2022-01-01T19:15-07:00,7.208311445747972
2022-01-01T19:30-07:00,8.841671461257482
2022-01-01T19:45-07:00,7.501095862696828
2022-01-01T20:00-07:00,6.79128725580649
2022-01-01T20:15-07:00,7.850473567542145
2022-01-01T20:30-07:00,7.852646993625176
2022-01-01T20:45-07:00,8.068552004154661
2022-01-01T21:00-07:00,7.578543177547262
2022-01-01T21:15-07:00,8.292006902080129
2022-01-01T21:30-07:00,7.852062398187321
2022-01-01T21:45-07:00,7.780531922020506
2022-01-01T22:00-07:00,8.29288135593221
2022-01-01T22:15-07:00,7.426016379350551
2022-01-01T22:30-07:00,7.497649482886235
2022-01-01T22:45-07:00,10.195328231977447
2022-01-01T23:00-07:00,8.137967118105166
2022-01-01T23:15-07:00,8.77007282155035
2022-01-01T23:30-07:00,8.209826822392268
2022-01-01T23:45-07:00,7.641196013289043
2022-01-02T00:00-07:00,6.7796610169491585
2022-01-02T00:15-07:00,7.424874538968499
2022-01-02T00:30-07:00,7.500524772654949
2022-01-02T00:45-07:00,7.5719077141985975
2022-01-02T01:00-07:00,7.920792079207921
2022-01-02T01:15-07:00,8.496634660960707
2022-01-02T01:30-07:00,6.57673192007303
2022-01-02T01:45-07:00,6.8638441554954435
2022-01-02T02:00-07:00,6.931175733775692
2022-01-02T02:15-07:00,7.217922606924644
2022-01-02T02:30-07:00,6.711409395973148
2022-01-02T02:45-07:00,6.930693069306931
2022-01-02T03:00-07:00,6.7880794701986815
2022-01-02T03:15-07:00,6.644518272425243
2022-01-02T03:30-07:00,8.361204013377932
2022-01-02T03:45-07:00,6.644518272425243
2022-01-02T04:00-07:00,7.577976527004849
2022-01-02T04:15-07:00,7.577976527004849
2022-01-02T04:30-07:00,8.19672131147541
2022-01-02T04:45-07:00,5.9211472479608815
2022-01-02T05:00-07:00,6.9310356524983945
2022-01-02T05:15-07:00,6.859701208617252
2022-01-02T05:30-07:00,7.577405256786425
2022-01-02T05:45-07:00,6.2145968385104595
2022-01-02T06:00-07:00,6.644518272425255
2022-01-02T06:15-07:00,9.271523178807954
2022-01-02T06:30-07:00,8.278145695364245
2022-01-02T06:45-07:00,7.702921431793451
2022-01-02T07:00-07:00,7.426016379350551
2022-01-02T07:15-07:00,6.723378901724543
2022-01-02T07:30-07:00,7.562499999999995
2022-01-02T07:45-07:00,6.622516556291391
2022-01-02T08:00-07:00,7.770270270270265
2022-01-02T08:15-07:00,8.056304282719378
2022-01-02T08:30-07:00,8.137682571902909
2022-01-02T08:45-07:00,6.491881784796679
2022-01-02T09:00-07:00,6.930693069306931
2022-01-02T09:15-07:00,6.940681031717316
2022-01-02T09:30-07:00,8.0
2022-01-02T09:45-07:00,8.695652173913048
2022-01-02T10:00-07:00,6.122448979591836
2022-01-02T10:15-07:00,7.390901287553643
2022-01-02T10:30-07:00,7.070707070707071
2022-01-02T10:45-07:00,6.799763065076336
2022-01-02T11:00-07:00,9.081919016437253
2022-01-02T11:15-07:00,8.695652173913038
2022-01-02T11:30-07:00,8.783783783783779
2022-01-02T11:45-07:00,7.548557776667977
2022-01-02T12:00-07:00,7.070707070707071
2022-01-02T12:15-07:00,7.615894039735094
2022-01-02T12:30-07:00,8.859132152837459
2022-01-02T12:45-07:00,9.302325581395355
2022-01-02T13:00-07:00,8.552631578947363
2022-01-02T13:15-07:00,9.090909090909092
2022-01-02T13:30-07:00,8.724832214765094
2022-01-02T13:45-07:00,9.028779190956863
2022-01-02T14:00-07:00,7.562499999999995
2022-01-02T14:15-07:00,7.382550335570469
2022-01-02T14:30-07:00,9.0
2022-01-02T14:45-07:00,9.50819672131147
2022-01-02T15:00-07:00,9.364548494983284
2022-01-02T15:15-07:00,8.567156302225344
2022-01-02T15:30-07:00,9.0
2022-01-02T15:45-07:00,8.910891089108912
2022-01-02T16:00-07:00,7.780246631804365
2022-01-02T16:15-07:00,9.324758842443735
2022-01-02T16:30-07:00,8.669680868618203
2022-01-02T16:45-07:00,7.213114754098355
2022-01-02T17:00-07:00,7.702349869451691
2022-01-02T17:15-07:00,6.728308101351217
2022-01-02T17:30-07:00,8.127265189306307
2022-01-02T17:45-07:00,7.774274653789361
2022-01-02T18:00-07:00,8.512598070277432
2022-01-02T18:15-07:00,9.038496307059782
2022-01-02T18:30-07:00,8.128267456961145
2022-01-02T18:45-07:00,9.130504920148411
2022-01-02T19:00-07:00,8.77007282155035
2022-01-02T19:15-07:00,7.1448735700170785
2022-01-02T19:30-07:00,7.144589024488806
2022-01-02T19:45-07:00,6.7900522102804635
2022-01-02T20:00-07:00,8.220693962620254
2022-01-02T20:15-07:00,6.510583707504811
2022-01-02T20:30-07:00,7.003044802087865
2022-01-02T20:45-07:00,6.791004280804711
2022-01-02T21:00-07:00,7.145156962704582
2022-01-02T21:15-07:00,7.578260426226165
2022-01-02T21:30-07:00,7.627101976595536
2022-01-02T21:45-07:00,7.073827104848016
2022-01-02T22:00-07:00,8.400876014794335
2022-01-02T22:15-07:00,8.137682571902909
2022-01-02T22:30-07:00,6.505279735104686
