t,vu
2021-12-31T22:45-07:00,0.5785123966942148
2021-12-31T23:00-07:00,0.5503577325261483
2021-12-31T23:15-07:00,0.5913904552331242
2021-12-31T23:30-07:00,0.5360824742268041
2021-12-31T23:45-07:00,0.591634562465609
2022-01-01T00:00-07:00,0.5356407086938607
2022-01-01T00:15-07:00,0.5237767057201866
2022-01-01T00:30-07:00,0.5637288601677374
2022-01-01T00:45-07:00,0.551267916207283
2022-01-01T01:00-07:00,0.5378568473314026
2022-01-01T01:15-07:00,0.5367464905037159
2022-01-01T01:30-07:00,0.5494505494505557
2022-01-01T01:45-07:00,0.57684384013185
2022-01-01T02:00-07:00,0.5374121537825548
2022-01-01T02:15-07:00,0.5923680947789015
2022-01-01T02:30-07:00,0.5499037668408091
2022-01-01T02:45-07:00,0.5782734407269723
2022-01-01T03:00-07:00,0.5505849965588501
2022-01-01T03:15-07:00,0.5644273127753241
2022-01-01T03:30-07:00,0.5639614855570776
2022-01-01T03:45-07:00,0.564194303013617
2022-01-01T04:00-07:00,0.5231277533039584
2022-01-01T04:15-07:00,0.565127498277044
2022-01-01T04:30-07:00,0.5514959327175025
2022-01-01T04:45-07:00,0.5383022774327122
2022-01-01T05:00-07:00,0.5383022774327122
2022-01-01T05:15-07:00,0.5940867642995366
2022-01-01T05:30-07:00,0.5667680398119925
2022-01-01T05:45-07:00,0.5658294231299964
2022-01-01T06:00-07:00,0.5665330938234012
2022-01-01T06:15-07:00,0.5660637857241412
2022-01-01T06:30-07:00,0.5797101449275363
2022-01-01T06:45-07:00,0.5510400881664204
2022-01-01T07:00-07:00,0.5347593582887701
2022-01-01T07:15-07:00,0.5485463521667644
2022-01-01T07:30-07:00,0.5621058404167747
2022-01-01T07:45-07:00,0.5354200988467874
2022-01-01T08:00-07:00,0.548320767649081
2022-01-01T08:15-07:00,0.5487721223761896
2022-01-01T08:30-07:00,0.5618747430450808
2022-01-01T08:45-07:00,0.5211905088465169
2022-01-01T09:00-07:00,0.5476451259583852
2022-01-01T09:15-07:00,0.5487721223761896
2022-01-01T09:30-07:00,0.49382716049382713
2022-01-01T09:45-07:00,0.5621058404167747
2022-01-01T10:00-07:00,0.5474202819214514
2022-01-01T10:15-07:00,0.5480953685941417
2022-01-01T10:30-07:00,0.5474202819214514
2022-01-01T10:45-07:00,0.47925510064356486
2022-01-01T11:00-07:00,0.4930156121610518
2022-01-01T11:15-07:00,0.49261083743842365
2022-01-01T11:30-07:00,0.5336617405582923
2022-01-01T11:45-07:00,0.5065717415115069
2022-01-01T12:00-07:00,0.5336617405582923
2022-01-01T12:15-07:00,0.4928131416837782
2022-01-01T12:30-07:00,0.4932182490752158
2022-01-01T12:45-07:00,0.5065717415115069
2022-01-01T13:00-07:00,0.5069882159495814
2022-01-01T13:15-07:00,0.4930156121610518
2022-01-01T13:30-07:00,0.4932182490752158
2022-01-01T13:45-07:00,0.5205479452054732
2022-01-01T14:00-07:00,0.5203341092701567
2022-01-01T14:15-07:00,0.4930156121610518
2022-01-01T14:30-07:00,0.5345394736842105
2022-01-01T14:45-07:00,0.5614131178967485
2022-01-01T15:00-07:00,0.4934210526315789
2022-01-01T15:15-07:00,0.5345394736842105
2022-01-01T15:30-07:00,0.5487721223761896
2022-01-01T15:45-07:00,0.5347593582887701
2022-01-01T16:00-07:00,0.5499037668408091
2022-01-01T16:15-07:00,0.5076142131979758
2022-01-01T16:30-07:00,0.5356407086938607
2022-01-01T16:45-07:00,0.5084512848701451
2022-01-01T17:00-07:00,0.5510400881664204
2022-01-01T17:15-07:00,0.5646605150805611
2022-01-01T17:30-07:00,0.5789909015715468
2022-01-01T17:45-07:00,0.5658294231299964
2022-01-01T18:00-07:00,0.5789909015715468
2022-01-01T18:15-07:00,0.5655952545178582
2022-01-01T18:30-07:00,0.5517241379310408
2022-01-01T18:45-07:00,0.565127498277044
2022-01-01T19:00-07:00,0.6057268722466898
2022-01-01T19:15-07:00,0.5923680947789015
2022-01-01T19:30-07:00,0.5923680947789015
2022-01-01T19:45-07:00,0.6062276109120907
2022-01-01T20:00-07:00,0.5773195876288659
2022-01-01T20:15-07:00,0.5489980785067315
2022-01-01T20:30-07:00,0.5889604163813239
2022-01-01T20:45-07:00,0.5653612796469877
2022-01-01T21:00-07:00,0.5487721223761896
2022-01-01T21:15-07:00,0.5918788713007633
2022-01-01T21:30-07:00,0.5644273127753241
2022-01-01T21:45-07:00,0.5644273127753241
2022-01-01T22:00-07:00,0.564194303013617
2022-01-01T22:15-07:00,0.5211905088465169
2022-01-01T22:30-07:00,0.5494505494505557
2022-01-01T22:45-07:00,0.5637288601677374
2022-01-01T23:00-07:00,0.5351996706463565
2022-01-01T23:15-07:00,0.5501306560308136
2022-01-01T23:30-07:00,0.5222649807586524
2022-01-01T23:45-07:00,0.5487721223761896
2022-01-02T00:00-07:00,0.5209761447765224
2022-01-02T00:15-07:00,0.5948263936920799
2022-01-02T00:30-07:00,0.5526388505111972
2022-01-02T00:45-07:00,0.5935946990612985
2022-01-02T01:00-07:00,0.5378568473314026
2022-01-02T01:15-07:00,0.5387484459179445
2022-01-02T01:30-07:00,0.5931034482758684
2022-01-02T01:45-07:00,0.5928581276713147
2022-01-02T02:00-07:00,0.551267916207283
2022-01-02T02:15-07:00,0.5501306560308136
2022-01-02T02:30-07:00,0.5499037668408091
2022-01-02T02:45-07:00,0.5773195876288659
2022-01-02T03:00-07:00,0.5632641846407411
2022-01-02T03:15-07:00,0.5499037668408091
2022-01-02T03:30-07:00,0.5363036303630363
2022-01-02T03:45-07:00,0.5224804069847317
2022-01-02T04:00-07:00,0.5637288601677374
2022-01-02T04:15-07:00,0.5637288601677374
2022-01-02T04:30-07:00,0.5503577325261483
2022-01-02T04:45-07:00,0.5782734407269723
2022-01-02T05:00-07:00,0.565127498277044
2022-01-02T05:15-07:00,0.5662983425414302
2022-01-02T05:30-07:00,0.5385252692626347
2022-01-02T05:45-07:00,0.5804311774461028
2022-01-02T06:00-07:00,0.5521811154058595
2022-01-02T06:15-07:00,0.5943331029716719
2022-01-02T06:30-07:00,0.5530973451327497
2022-01-02T06:45-07:00,0.5367464905037159
2022-01-02T07:00-07:00,0.5496770647244806
2022-01-02T07:15-07:00,0.5358615004122012
2022-01-02T07:30-07:00,0.5222649807586524
2022-01-02T07:45-07:00,0.5371900826446281
2022-01-02T08:00-07:00,0.5360824742268041
2022-01-02T08:15-07:00,0.5773195876288659
2022-01-02T08:30-07:00,0.5499037668408091
2022-01-02T08:45-07:00,0.5360824742268041
2022-01-02T09:00-07:00,0.5360824742268041
2022-01-02T09:15-07:00,0.5485463521667644
2022-01-02T09:30-07:00,0.5349794238683128
2022-01-02T09:45-07:00,0.5067798931653261
2022-01-02T10:00-07:00,0.5105560921760791
