Single Line Building Name,Building String,Building code,Building Number,Caltech Building List Name,Substation,Jace,Meter Name (unmodified),Meter Name,Meter Description,Notes,Query Base,Measurements,Measurements Cleaned
Broad Center,broadCenter,BC96,96,BROAD CENTER FOR BIOLOGICAL SCIENCES,Substation 3,BC96_1,BTU_CHW_096_T_1,BTU_CHW,C006 Meters BC96 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Broad Center,broadCenter,BC96,96,BROAD CENTER FOR BIOLOGICAL SCIENCES,Substation 3,BC96_1,BTU_HW_096_B2_1,BTU_HW,H003 Meters BC96 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Broad Center,broadCenter,BC96,96,BROAD CENTER FOR BIOLOGICAL SCIENCES,Substation 3,BC96_1,EM_96_B2_1,EM_96_B2_1,E154 Meters BC96 Switchgear A,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fEM_96_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Broad Center,broadCenter,BC96,96,BROAD CENTER FOR BIOLOGICAL SCIENCES,Substation 3,BC96_1,EM_96_B2_2,EM_96_B2_2,E155 Meters BC96 Switchgear B,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fEM_96_B2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Broad Center,broadCenter,BC96,96,BROAD CENTER FOR BIOLOGICAL SCIENCES,Substation 3,BC96_1,EM_96_B2_4,EM_96_B2_4,E150 Meters TempPower CN18 (Inactive),error 404 for EM_96_B2_3,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fEM_96_B2_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Broad Center,broadCenter,BC96,96,BROAD CENTER FOR BIOLOGICAL SCIENCES,Substation 3,BC96_6,EM_96C_1_1,EM_96C_1_1,E153 Meters Building BC96 Cafe,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_6$2fEM_96C_1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Cahill,cahill,CA17,17,CAHILL CENETER,Substation 4,CA17_3,BTU_CHW_017_B1_1,BTU_CHW,C009 Meters CA17 Chilled Water,url of page is CA17_1 but every jace is CA17_3,https://192.168.10.104/webChart/query/data/history$3a$2fCA17_3$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Cahill,cahill,CA17,17,CAHILL CENETER,Substation 4,CA17_3,EM_017_1_1,EM_17_1_1,E216 Meters CA17 Panel IT,,https://192.168.10.104/webChart/query/data/history$3a$2fCA17_3$2fEM_17_1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Cahill,cahill,CA17,17,CAHILL CENETER,Substation 4,CA17_3,EM_017_B1_A,EM_17_B1_A,E010 Meters CA17 Switchgear A,,https://192.168.10.104/webChart/query/data/history$3a$2fCA17_3$2fEM_17_B1_A_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Cahill,cahill,CA17,17,CAHILL CENETER,Substation 4,CA17_3,EM_017_B1_B,EM_17_B1_B,E011 Meters CA17 Switchgear B,,https://192.168.10.104/webChart/query/data/history$3a$2fCA17_3$2fEM_17_B1_B_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Center for Engineering Services,ces,CES85,85,CENTRAL ENGINEERING SERVICES,Substation 2,WT95_1,EM_85_2_1,EM_85_2_1,E055 Meters Building CES85,,https://192.168.10.104/webChart/query/data/history$3a$2fWT95_1$2fEM_85_2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Central Plant,centralPlant,CP05,5,CENTRAL PLANT,Central Plant,CP05_1,BTU_HW_003_1_1,BTU_HW,H001 Meters BAC03 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fCP05_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Center for Student Services,css,CSS86,86,CENTER FOR STUDENT SERVICES,Substation 2,CSS86_1,BTU_CHW_086_M_2,BTU_CHW,C061 Meters CSS86 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fCSS86_1$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Center for Student Services,css,CSS86,86,CENTER FOR STUDENT SERVICES,Substation 2,CSS86_1,BTU_HW_086_M_1,BTU_HW,H005 Meters CSS86 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fCSS86_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Center for Student Services,css,CSS86,86,CENTER FOR STUDENT SERVICES,Substation 2,CSS86_1,EM_86_B1_1,EM_86_B1_1,E064 Meters Building CSS86 North,values at 0,https://192.168.10.104/webChart/query/data/history$3a$2fCSS86_1$2fEM_86_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Center for Student Services,css,CSS86,86,CENTER FOR STUDENT SERVICES,Substation 2,CSS86_1,EM_86_B1_2,EM_86_B1_2,E065 Meters Building CSS86 South,,https://192.168.10.104/webChart/query/data/history$3a$2fCSS86_1$2fEM_86_B1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Chandler,chandler,CL52,52,CHANDLER DINING HALL,Substation 1,CL52_1,BTU_CHW_052_1_1,BTU_CHW,C069 Meters BDH52 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fCL52_1$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,CHWM_B2_1,CHWM_B2_1,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2fCHWM_B2_1_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,CHWM_B2_2,CHWM_B2_2,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2fCHWM_B2_2_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,HHWM_B2_1,HHWM_B2_1,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2fHHWM_B2_1_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,EM_18_B2_1,EM_18_B2_1,1A_Bus_A_Bloom,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2fEM_18_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,EM_18_B2_2,EM_18_B2_2,6A_PV,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2fEM_18_B2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,EM_18_B2_3,EM_18_B2_3,9A_Bus_B_PWP,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2fEM_18_B2_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,EM_18_B2_4,EM_18_B2_4,G_E_SB_M,values at 0,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2fEM_18_B2_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,EM_18_B2_5,EM_18_B2_5,PwrMtr_Port_Gen_M2,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2fEM_18_B2_5_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_9,Floor 3 Area A,gas_floor_3_a,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_9$2f,"['MiscIO_3_2_CO2M_3_1', 'MiscIO_3_2_CO2M_3_1_Total', 'MiscIO_3_2_O2M_3_1', 'MiscIO_3_2_O2M_3_1_Total', 'MiscIO_3_2_NGES_3_North']","['MiscIO_3_2_CO2M_3_1', 'MiscIO_3_2_CO2M_3_1_Total', 'MiscIO_3_2_O2M_3_1', 'MiscIO_3_2_O2M_3_1_Total', 'MiscIO_3_2_NGES_3_North']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_8,Floor 3 Area C,gas_floor_3_c,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_8$2f,"['MiscIO_3_3_CO2M_3_2', 'MiscIO_3_3_CO2M_3_2_Total', 'MiscIO_3_3_N2M_3_1', 'MiscIO_3_3_N2M_3_1_Total', 'MiscIO_3_3_O2M_3_2', 'MiscIO_3_3_O2M_3_2_Total', 'MiscIO_3_3_NGES_3_East']","['MiscIO_3_3_CO2M_3_2', 'MiscIO_3_3_CO2M_3_2_Total', 'MiscIO_3_3_N2M_3_1', 'MiscIO_3_3_N2M_3_1_Total', 'MiscIO_3_3_O2M_3_2', 'MiscIO_3_3_O2M_3_2_Total', 'MiscIO_3_3_NGES_3_East']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_7,Floor 2 Area A,gas_floor_2_a,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_7$2f,"['MiscIO_2_4_CO4M_2_1', 'MiscIO_2_4_CO4M_2_1_Total', 'MiscIO_2_4_CO2M_2_1', 'MiscIO_2_4_CO2M_2_1_Total', 'MiscIO_2_4_NGES_2_North']","['MiscIO_2_4_CO4M_2_1', 'MiscIO_2_4_CO4M_2_1_Total', 'MiscIO_2_4_CO2M_2_1', 'MiscIO_2_4_CO2M_2_1_Total', 'MiscIO_2_4_NGES_2_North']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_17,Floor 2 Area C,gas_floor_2_c,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_17$2f,"['MiscIO_2_1_CO2M_2_2', 'MiscIO_2_1_CO2M_2_2_Total', 'MiscIO_2_1_CO4M_2_2', 'MiscIO_2_1_CO4M_2_2_Total', 'MiscIO_2_1_N2M_2_1', 'MiscIO_2_1_N2M_2_1_Total', 'MiscIO_2_1_O2M_2_1', 'MiscIO_2_1_O2M_2_1_Total', 'MiscIO_2_1_NGES_2_East']","['MiscIO_2_1_CO2M_2_2', 'MiscIO_2_1_CO2M_2_2_Total', 'MiscIO_2_1_CO4M_2_2', 'MiscIO_2_1_CO4M_2_2_Total', 'MiscIO_2_1_N2M_2_1', 'MiscIO_2_1_N2M_2_1_Total', 'MiscIO_2_1_O2M_2_1', 'MiscIO_2_1_O2M_2_1_Total', 'MiscIO_2_1_NGES_2_East']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_5,Floor 1,skip,,,N/A,skipped,skipped
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_4,Floor B1 Area A,gas_floor_b1_a,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_4$2f,"['MiscIO_B1_3_CO2M_B1_2', 'MiscIO_B1_3_CO2M_B1_2_Total', 'MiscIO_B1_3_N2M_B1_1', 'MiscIO_B1_3_N2M_B1_1_Total', 'MiscIO_B1_3_NGES_B1_North']","['MiscIO_B1_3_CO2M_B1_2', 'MiscIO_B1_3_CO2M_B1_2_Total', 'MiscIO_B1_3_N2M_B1_1', 'MiscIO_B1_3_N2M_B1_1_Total', 'MiscIO_B1_3_NGES_B1_North']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_3,Floor B1 Area C,gas_floor_b1_c,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_3$2f,"['MiscIO_B1_1_CO2M_B1_1', 'MiscIO_B1_1_CO2M_B1_1_Total', 'MiscIO_B1_1_CO2M_B1_1', 'MiscIO_B1_1_CO4M_B1_1_Total', 'MiscIO_B1_1_NGES_B1_East']","['MiscIO_B1_1_CO2M_B1_1', 'MiscIO_B1_1_CO2M_B1_1_Total', 'MiscIO_B1_1_CO2M_B1_1', 'MiscIO_B1_1_CO4M_B1_1_Total', 'MiscIO_B1_1_NGES_B1_East']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_2,Floor B2 Area A,gas_floor_b2_a,,,https://192.168.10.104/webChart/query/data/history$3a$2fCN18_2$2f,"['MEP_System_2B_N2M_B2_1', 'MEP_System_2B_N2M_B2_1_Total', 'MEP_System_2B_CO2M_B2_1', 'MEP_System_2B_CO2M_B2_1_Total']","['MEP_System_2B_N2M_B2_1', 'MEP_System_2B_N2M_B2_1_Total', 'MEP_System_2B_CO2M_B2_1', 'MEP_System_2B_CO2M_B2_1_Total']"
Chen,chen,CN18,18,CHEN NEUROSCIENCE RESEARCH BUILDING (CNRB),Substation 3,CN18_15,Floor B2 Area B,skip,,,N/A,skipped,skipped
Child Care Center,childCareCenter,CC133,133,CCC_CHILDCARE CENTER,Substation 4,CC133_1,skip,skip,,doesn't exist,N/A,skipped,skipped
Church,church,CH29,29,CHURCH LABORATORY,Substation 1,CR30_1,EM_29_B2_1,EM_29_B2_1,E140 Meters Building CH29 T2,,https://192.168.10.104/webChart/query/data/history$3a$2fCR30_1$2fEM_29_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Church,church,CH29,29,CHURCH LABORATORY,Substation 1,CR30_1,EM_29_B2_2,EM_29_B2_2,E081 Meters Building CH29 T1,,https://192.168.10.104/webChart/query/data/history$3a$2fCR30_1$2fEM_29_B2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Crellin,crellin,CR30,30,CRELLIN LABORATORY,Substation 1,CR30_1,BTU-CHW-30-T-1,BTU_CHW_1,C025 Meters CR30 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fCR30_1$2fBTU_CHW_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Crellin,crellin,CR30,30,CRELLIN LABORATORY,Substation 1,CR30_1,BTU-CHW-030-T-2,BTU_CHW_2,C026 Meters CR30 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fCR30_1$2fBTU_CHW_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Crellin,crellin,CR30,30,CRELLIN LABORATORY,Substation 1,CR30_1,EM-30-B2-1,EM_30_B2_1,E080 Meters Building CR30,,https://192.168.10.104/webChart/query/data/history$3a$2fCR30_1$2fEM_30_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Dabney Hall,dabneyHall,DH40,40,DABNEY HALL,Substation 1,DH40_1,BTU-CHW-040-T-1,BTU_CHW,C033 Meters DH40 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fDH40_1$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Dabney Hall,dabneyHall,DH40,40,DABNEY HALL,Substation 1,DH40_1,BTU-HW-040-R-1,BTU_HW,H015 Meters DH40 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fDH40_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Dabney Hall,dabneyHall,DH40,40,DABNEY HALL,Substation 1,DH40_1,EM-40-B1-1,EM_40_B1_1,E083 Meters Building DH40_MS1,,https://192.168.10.104/webChart/query/data/history$3a$2fDH40_1$2fEM_40_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Dabney Hall,dabneyHall,DH40,40,DABNEY HALL,Substation 1,DH40_1,EM-40-B1-2,EM_40_B1_2,E084 Meters Building DH40_MS2,,https://192.168.10.104/webChart/query/data/history$3a$2fDH40_1$2fEM_40_B1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Downs Lauritsen,downsLauritsen,DW47,47,DOWNS_LAURITSEN LABORATORY,Substation 1,DW47_1,BTU-CHW-047-B2-1,BTU_CHW,C037 Meters DW47 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fDW47_1$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Downs Lauritsen,downsLauritsen,DW47,47,DOWNS_LAURITSEN LABORATORY,Substation 1,DW47_1,HW-047-B2-1,BTU_HW,H019 Meters DW47 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fDW47_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Downs Lauritsen,downsLauritsen,DW47,47,DOWNS_LAURITSEN LABORATORY,Substation 1,DW47_1,EM-47-B2-1,EM_47_B2_1,E031 Meters Building DW47_T201,,https://192.168.10.104/webChart/query/data/history$3a$2fDW47_1$2fEM_47_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Downs Lauritsen,downsLauritsen,DW47,47,DOWNS_LAURITSEN LABORATORY,Substation 1,DW47_1,EM-47-B2-2,EM_47_B2_2,E032 Meters Building DW47_T202,,https://192.168.10.104/webChart/query/data/history$3a$2fDW47_1$2fEM_47_B2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Downs Lauritsen,downsLauritsen,DW47,47,DOWNS_LAURITSEN LABORATORY,Substation 1,DW47_1,EM-47-PH-1,EM_47_PH_1,E034 Meters Building DW47_T203,,https://192.168.10.104/webChart/query/data/history$3a$2fDW47_1$2fEM_47_PH_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Downs Lauritsen,downsLauritsen,DW47,47,DOWNS_LAURITSEN LABORATORY,Substation 1,DW47_1,EM-47-PH-2,EM_47_PH_2,E033 Meters Building DW47_T204,,https://192.168.10.104/webChart/query/data/history$3a$2fDW47_1$2fEM_47_PH_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Firestone Laboratory,firestone,FI50,50,FIRESTONE LABORATORY,Substation 1,FI50_1,BTU-CHW-049-B2-2,BTU_CHW,C039 Meters SYNC Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fFI50_1$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Firestone Laboratory,firestone,FI50,50,FIRESTONE LABORATORY,Substation 1,FI50_1,EM-50-B1-1,EM_50_B1_1,E039 Meters FI50_HV_Panel,,https://192.168.10.104/webChart/query/data/history$3a$2fFI50_1$2fEM_50_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
