Single Line Building Name,Building String,Building code,Building Number,Caltech Building List Name,Substation,Jace,Meter Name (unmodified),Meter Name,Meter Description,Notes,Query Base,Measurements,Measurements Cleaned
Moore,moore,MO93,93,MOORE LABORATORY,Substation 2,MO93_1,EM_93_B1_3,EM_93_B1_3,E012 Meters Building MO93_P1,,https://192.168.10.104/webChart/query/data/history$3a$2fMO93_1$2fEM_93_B1_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Moore,moore,MO93,93,MOORE LABORATORY,Substation 2,MO93_1,EM_93_B1_4,EM_93_B1_4,E013 Meters Building MO93_L2,,https://192.168.10.104/webChart/query/data/history$3a$2fMO93_1$2fEM_93_B1_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
North Mudd,northMudd,MN23,23,"MUDD LABORATORY, NORTH",Substation 1,MN23_1,BTU_CHW_023_B2_1,BTU_CHW,C019 Meters MN23 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMN23_1$2fBTU_CHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
North Mudd,northMudd,MN23,23,"MUDD LABORATORY, NORTH",Substation 1,MN23_1,BTU_HW_023_B2_1,BTU_HW,H008 Meters MN23 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMN23_1$2fBTU_HW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
North Mudd,northMudd,MN23,23,"MUDD LABORATORY, NORTH",Substation 1,MN23_1,EM_23_T_1,EM_23_T_1,E075 Meters Building MN23,,https://192.168.10.104/webChart/query/data/history$3a$2fMN23_1$2fEM_23_T_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
North Mudd,northMudd,MN23,23,"MUDD LABORATORY, NORTH",Substation 1,MN23_1,EM_23_T_2,EM_23_T_2,E077 Meters Building MN23,,https://192.168.10.104/webChart/query/data/history$3a$2fMN23_1$2fEM_23_T_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
North Mudd,northMudd,MN23,23,"MUDD LABORATORY, NORTH",Substation 1,MN23_1,EM_23_T_3,EM_23_T_3,E076 Meters Building MN23,,https://192.168.10.104/webChart/query/data/history$3a$2fMN23_1$2fEM_23_T_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_1,BTU_CHW_021_B2_1,BTU_CHW,C014 Meters MS21 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_1$2fBTU_CHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_1,BTU_HW_021_B2_1,BTU_HW,H006 Meters MS21 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_1,BTU_CHW_021_250_AC1,BTU_CHW_AC1,C011 Meters 250 AC1 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_1$2fBTU_CHW_AC1_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_1,BTU_CHW_021_250_AC2,BTU_CHW_AC2,C012 Meters 250 AC2 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_1$2fBTU_CHW_AC2_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_1,BTU_CHW_021_Beowulf,BTU_CHW_Beowulf,C013 Meters Beowulf Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_1$2fBTU_CHW_Beowulf_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_2,BTU_CHW_021_AHU_B2_3,BTU_CHW_AHU_B2_3,South Mudd - Victoria Orphan #21,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_2$2fBTU_CHW_AHU_B2_3_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_2,BTU_HW_021_AHU_B2_3,BTU_HW_AHU_B2_3,,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_2$2fBTU_HW_AHU_B2_3_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_1,EM_21_B2_1,EM_21_B2_1,E067 Meters Building MS21_SBA,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_1$2fEM_21_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_1,EM_21_B2_2,EM_21_B2_2,E054 Meters Building MS21_SBB,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_1$2fEM_21_B2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_1,EM_21_B2_3,EM_21_B2_3,E078 Meters Building MS21_Beowulf,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_1$2fEM_21_B2_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Mudd,southMudd,MS21,21,"MUDD LABORATORY, SOUTH",Substation 1,MS21_2,EM_21_AHU_B2_3,EM_21_AHU_B2_3,AHU_B2_3 (AH-3) Meter,,https://192.168.10.104/webChart/query/data/history$3a$2fMS21_2$2fEM_21_AHU_B2_3_,"['kW', 'AmpsA', 'AmpsB', 'AmpsC']","['kW', 'AmpsA', 'AmpsB', 'AmpsC']"
Noyes,noyes,NY72,72,NOYES LABORATORY,Substation 2,NY72_1,BTU_CHW_072_B2_1,BTU_CHW_3,C044 Meters NY72 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fNY72_1$2fBTU_CHW_3_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Noyes,noyes,NY72,72,NOYES LABORATORY,Substation 2,NY72_1,BTU_CHW_072_B2_2,BTU_CHW_6,C045 Meters NY72 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fNY72_1$2fBTU_CHW_6_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Noyes,noyes,NY72,72,NOYES LABORATORY,Substation 2,NY72_1,BTU_HW_072_B2_3,BTU_HW,H023 Meters NY72 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fNY72_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Noyes,noyes,NY72,72,NOYES LABORATORY,Substation 2,NY72_1,EM_72_B2_1,EM_72_B2_1,E082 Meters Building NY72,,https://192.168.10.104/webChart/query/data/history$3a$2fNY72_1$2fEM_72_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Parsons Gates,parsonsGates,PG31,31,PARSONS-GATES HALL OF ADMINISTRATION,Substation 1,PG31_1,EM_31_B1_1,EM_31_B1_1,E132 Meters Building PG31,,https://192.168.10.104/webChart/query/data/history$3a$2fPG31_1$2fEM_31_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_1,BTU_CHW_079_B1_2,BTU_CHW,"C053 Meters BC79 6"" Line Chilled Water",,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_1$2fBTU_CHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_1,BTU_HW_079_B1_2,BTU_HHW,H031 Meters BC79 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_1$2fBTU_HHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_1,BTU-CHW-79-B1-4,BTU_CHW_AHU_R_1,"C055 Meters BC79 3"" Line Chilled Water",,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_1$2fBTU_CHW_AHU_R_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_B1_1,EM_79_B1_1,E047 Meters Building BC79_Main,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_B1_2,EM_79_B1_2,E147 Meters Building BC79 AHU-B1,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_B1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_PH_1,EM_79_PH_1,E138 Meters Building BC79 AHU-2,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_PH_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_CAC1,EM_79_CAC1,,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_CAC1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_CAC2,EM_79_CAC2,,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_CAC2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_CAC3,EM_79_CAC3,,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_CAC3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_CAC4,EM_79_CAC4,,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_CAC4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_CAC5,EM_79_CAC5,,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_CAC5_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Powell Booth,powellBooth,BC79,79,POWELL-BOOTH CENTER,Substation 2,BC79_2,EM_79_CAC6,EM_79_CAC6,,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_79_CAC6_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Schlinger,schlinger,SC20,20,SCHLINGER LABORATORY,Substation 3,SC20_2,EM_20_B1_1,EM_20_B1_1,E068 Meters SC20 Switchgear #1,,https://192.168.10.104/webChart/query/data/history$3a$2fSC20_2$2fEM_20_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Schlinger,schlinger,SC20,20,SCHLINGER LABORATORY,Substation 3,SC20_2,EM_20_B1_2,EM_20_B1_2,E069 Meters SC20 Switchgear #2,,https://192.168.10.104/webChart/query/data/history$3a$2fSC20_2$2fEM_20_B1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Sherman Fairchild Library,fairchildLibrary,FA43,43,SHERMAN FAIRCHILD LIBRARY,Substation 1,FA43_1,BTU_CHW_043_B2_1,BTU_CHW_1,C035 Meters FA43 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fFA43_1$2fBTU_CHW_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Sherman Fairchild Library,fairchildLibrary,FA43,43,SHERMAN FAIRCHILD LIBRARY,Substation 1,FA43_1,BTU_CHW_041_R_1,BTU_CHW_2,C036 Meters SP41 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fFA43_1$2fBTU_CHW_2_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Sherman Fairchild Library,fairchildLibrary,FA43,43,SHERMAN FAIRCHILD LIBRARY,Substation 1,FA43_1,BTU_HW_043_B2_1,BTU_HW,H018 Meters FA43 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fFA43_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Sherman Fairchild Library,fairchildLibrary,FA43,43,SHERMAN FAIRCHILD LIBRARY,Substation 1,FA43_1,EM_43_B1_1,EM_43_B1_1,E122 Meters Building FA43,,https://192.168.10.104/webChart/query/data/history$3a$2fFA43_1$2fEM_43_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,BTU_CHW_059_B1_2,BTU_CHW_Residence,C043 Meters Residence Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fBTU_CHW_Residence_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,BTU_CHW_059_B1_1,BTU_CHW_Dining,C041 Meters Dining Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fBTU_CHW_Dining_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,BTU_HW_059_B1_1,BTU_HHW,H022 Meters SUG59 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fBTU_HHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_52_B1_1,EM_52_B1_1,E020 Meters Building CL52 Main,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_52_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_52_B1_2,EM_52_B1_2,E021 Meters Building 52_C_Store,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_52_B1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_54_B1_1,EM_54_B1_1,E119 Meters NUG54_Lloyd,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_54_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_54_B1_3,EM_54_B1_3,E118 Meters NUG54 MSA,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_54_B1_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_57B_B1_10,EM_57B_B1_10,E028 Meters SUG57B_DB_3,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_57B_B1_10_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_57B_B1_4,EM_57B_B1_4,E025 Meters SUG57B_Panel_KB (Inactive),,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_57B_B1_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_57B_B1_5,EM_57B_B1_5,E015 Meters SUG57B_DB_2,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_57B_B1_5_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
