t,v
2022-03-31T23:45-07:00,523.1019367650151
2022-04-01T00:00-07:00,508.03400956839323
2022-04-01T00:15-07:00,503.05676904693246
2022-04-01T00:30-07:00,496.0331836529076
2022-04-01T00:45-07:00,528.0937410965562
2022-04-01T01:00-07:00,497.03320268914104
2022-04-01T01:15-07:00,505.1061701923609
2022-04-01T01:30-07:00,500.0912540778518
2022-04-01T01:45-07:00,498.0582273043692
2022-04-01T02:00-07:00,517.0911206826568
2022-04-01T02:15-07:00,533.0580600313842
2022-04-01T02:30-07:00,519.1027570068836
2022-04-01T02:45-07:00,508.0334525331855
2022-04-01T03:00-07:00,500.0578557699919
2022-04-01T03:15-07:00,494.05670493096113
2022-04-01T03:30-07:00,494.05670964345336
2022-04-01T03:45-07:00,498.05778616666794
2022-04-01T04:00-07:00,504.0642324388027
2022-04-01T04:15-07:00,502.0239246021956
2022-04-01T04:30-07:00,500.0583741813898
2022-04-01T04:45-07:00,500.0572214461863
2022-04-01T05:00-07:00,516.0343902930617
2022-04-01T05:15-07:00,508.06626150012016
2022-04-01T05:30-07:00,541.0934519544244
2022-04-01T05:45-07:00,513.0240272916853
2022-04-01T06:00-07:00,513.0517789050937
2022-04-01T06:15-07:00,504.0744176656008
2022-04-01T06:30-07:00,549.06838170439
2022-04-01T06:45-07:00,569.1113284900784
2022-04-01T07:00-07:00,568.0754999816418
2022-04-01T07:15-07:00,532.0768710821867
2022-04-01T07:30-07:00,532.0700293406844
2022-04-01T07:45-07:00,564.0712354332209
2022-04-01T08:00-07:00,554.0354167483747
2022-04-01T08:15-07:00,552.0993021205068
2022-04-01T08:30-07:00,534.0398430600762
2022-04-01T08:45-07:00,558.070888005197
2022-04-01T09:00-07:00,583.0802891924977
2022-04-01T09:15-07:00,560.0589414201677
2022-04-01T09:30-07:00,573.0578922629356
2022-04-01T09:45-07:00,548.1058697253466
2022-04-01T10:00-07:00,548.0777085125446
2022-04-01T10:15-07:00,14.0
2022-04-01T10:30-07:00,565.0889436602592
2022-04-01T10:45-07:00,550.0676993504167
2022-04-01T11:00-07:00,557.1760767400265
2022-04-01T11:15-07:00,574.0937919840217
2022-04-01T11:30-07:00,556.0748014375567
2022-04-01T11:45-07:00,569.0695563927293
2022-04-01T12:00-07:00,534.0683858841658
2022-04-01T12:15-07:00,548.0934037268162
2022-04-01T12:30-07:00,544.0582055076957
2022-04-01T12:45-07:00,561.0838415548205
2022-04-01T13:00-07:00,548.0774115622044
2022-04-01T13:15-07:00,552.0563703998923
2022-04-01T13:30-07:00,593.0710958912969
2022-04-01T13:45-07:00,543.0558831654489
2022-04-01T14:00-07:00,579.073930002749
2022-04-01T14:15-07:00,566.0560584925115
2022-04-01T14:30-07:00,538.0475128367543
2022-04-01T14:45-07:00,545.0720257759094
2022-04-01T15:00-07:00,536.0716073065996
2022-04-01T15:15-07:00,535.0567288585007
2022-04-01T15:30-07:00,524.1282517910004
2022-04-01T15:45-07:00,542.0937049016356
2022-04-01T16:00-07:00,560.0928049013019
2022-04-01T16:15-07:00,542.0913927182555
2022-04-01T16:30-07:00,529.1351288557053
2022-04-01T16:45-07:00,557.0941601917148
2022-04-01T17:00-07:00,524.0942526459694
2022-04-01T17:15-07:00,522.291075617075
2022-04-01T17:30-07:00,536.0646325200796
2022-04-01T17:45-07:00,534.0907906442881
2022-04-01T18:00-07:00,512.0506224222481
2022-04-01T18:15-07:00,519.1040781512856
2022-04-01T18:30-07:00,519.1009752079844
2022-04-01T18:45-07:00,522.0893559753895
2022-04-01T19:00-07:00,504.0429054759443
2022-04-01T19:15-07:00,529.0667756125331
2022-04-01T19:30-07:00,504.13730251789093
2022-04-01T19:45-07:00,495.0343208126724
2022-04-01T20:00-07:00,522.0188160445541
2022-04-01T20:15-07:00,489.0191352982074
2022-04-01T20:30-07:00,511.03463718667626
2022-04-01T20:45-07:00,504.0672896578908
2022-04-01T21:00-07:00,511.0938441455364
2022-04-01T21:15-07:00,495.0682506337762
2022-04-01T21:30-07:00,505.06577578932047
2022-04-01T21:45-07:00,490.09295097738504
2022-04-01T22:00-07:00,512.019286705181
2022-04-01T22:15-07:00,493.01861301623285
2022-04-01T22:30-07:00,514.0347863286734
2022-04-01T22:45-07:00,496.01928123645484
2022-04-01T23:00-07:00,502.0185178555548
2022-04-01T23:15-07:00,528.009609637782
2022-04-01T23:30-07:00,502.0183804873377
2022-04-01T23:45-07:00,509.0188592430204
2022-04-02T00:00-07:00,530.063155375421
2022-04-02T00:15-07:00,505.01858999207616
2022-04-02T00:30-07:00,487.01876618899405
2022-04-02T00:45-07:00,496.01928316801786
2022-04-02T01:00-07:00,513.0925164297223
2022-04-02T01:15-07:00,502.0190198421478
2022-04-02T01:30-07:00,513.0929190590978
2022-04-02T01:45-07:00,514.0190556235611
2022-04-02T02:00-07:00,498.0190992951393
2022-04-02T02:15-07:00,491.0097066136077
2022-04-02T02:30-07:00,490.0360406152904
2022-04-02T02:45-07:00,502.0185979772359
2022-04-02T03:00-07:00,522.018912743777
2022-04-02T03:15-07:00,547.0097148381174
2022-04-02T03:30-07:00,481.0915827900171
2022-04-02T03:45-07:00,490.0191279221326
2022-04-02T04:00-07:00,500.0195111464709
2022-04-02T04:15-07:00,498.01836720854044
2022-04-02T04:30-07:00,511.00932312291116
2022-04-02T04:45-07:00,500.0185078512877
2022-04-02T05:00-07:00,490.0195184573531
2022-04-02T05:15-07:00,488.01863082125783
2022-04-02T05:30-07:00,490.0188271012157
2022-04-02T05:45-07:00,514.0096074789762
2022-04-02T06:00-07:00,492.01845786720514
2022-04-02T06:15-07:00,501.01873194240034
2022-04-02T06:30-07:00,496.0187244247645
2022-04-02T06:45-07:00,502.092402048409
2022-04-02T07:00-07:00,491.01873021386564
2022-04-02T07:15-07:00,501.0092002507299
2022-04-02T07:30-07:00,502.0180417653173
2022-04-02T07:45-07:00,492.0181253477931
2022-04-02T08:00-07:00,511.01878456398845
2022-04-02T08:15-07:00,499.0362992808223
2022-04-02T08:30-07:00,489.0185764953494
2022-04-02T08:45-07:00,505.00894736032933
2022-04-02T09:00-07:00,501.0190893486142
2022-04-02T09:15-07:00,494.0933695137501
2022-04-02T09:30-07:00,526.0191473700106
2022-04-02T09:45-07:00,493.0188221205026
2022-04-02T10:00-07:00,520.0185355655849
2022-04-02T10:15-07:00,516.0185537729412
2022-04-02T10:30-07:00,483.09443590044975
2022-04-02T10:45-07:00,511.0190912783146
2022-04-02T11:00-07:00,533.00905429665
2022-04-02T11:15-07:00,499.0189278498292
2022-04-02T11:30-07:00,490.0192554164678
2022-04-02T11:45-07:00,504.01917231827974
2022-04-02T12:00-07:00,503.09375850111246
2022-04-02T12:15-07:00,495.0185098890215
2022-04-02T12:30-07:00,507.0181191638112
2022-04-02T12:45-07:00,510.0328017733991
2022-04-02T13:00-07:00,508.0188868883997
2022-04-02T13:15-07:00,508.0186548102647
2022-04-02T13:30-07:00,504.06753274053335
2022-04-02T13:45-07:00,500.0920590162277
2022-04-02T14:00-07:00,512.018613377586
2022-04-02T14:15-07:00,514.0934189707041
2022-04-02T14:30-07:00,509.0187656506896
2022-04-02T14:45-07:00,507.01741960272193
2022-04-02T15:00-07:00,519.0342415943742
2022-04-02T15:15-07:00,505.0695260614157
2022-04-02T15:30-07:00,521.0183946285397
2022-04-02T15:45-07:00,527.0165487285703
2022-04-02T16:00-07:00,510.01821009628475
2022-04-02T16:15-07:00,498.0194543991238
2022-04-02T16:30-07:00,496.0935394912958
2022-04-02T16:45-07:00,498.09494679421186
2022-04-02T17:00-07:00,522.0956687927246
2022-04-02T17:15-07:00,488.01876503415406
2022-04-02T17:30-07:00,502.0181764252484
2022-04-02T17:45-07:00,494.0189779214561
2022-04-02T18:00-07:00,499.0185206197202
2022-04-02T18:15-07:00,513.0187505763024
2022-04-02T18:30-07:00,499.01818304881454
2022-04-02T18:45-07:00,488.01866902038455
2022-04-02T19:00-07:00,506.0161766856909
2022-04-02T19:15-07:00,497.0181045681238
2022-04-02T19:30-07:00,517.0328751988709
2022-04-02T19:45-07:00,487.01934975385666
2022-04-02T20:00-07:00,497.01852456107736
2022-04-02T20:15-07:00,514.0165867693722
2022-04-02T20:30-07:00,501.0185255818069
2022-04-02T20:45-07:00,501.0184126403183
2022-04-02T21:00-07:00,505.08893894404173
2022-04-02T21:15-07:00,495.08976462483406
2022-04-02T21:30-07:00,489.0179203469306
