t,v,s,r
2022-03-31T23:45:01.019-07:00,43.011474609375,0,0
2022-04-01T00:00:01.009-07:00,42.9962158203125,0,0
2022-04-01T00:15:01.029-07:00,42.973358154296875,0,0
2022-04-01T00:30:01.107-07:00,42.93524169921875,0,0
2022-04-01T00:45:01.034-07:00,42.897125244140625,0,0
2022-04-01T01:00:01.048-07:00,42.881866455078125,0,0
2022-04-01T01:15:01.714-07:00,42.912353515625,0,0
2022-04-01T01:30:01.117-07:00,42.95050048828125,0,0
2022-04-01T01:45:01.031-07:00,42.988616943359375,0,0
2022-04-01T02:00:01.019-07:00,42.980987548828125,0,0
2022-04-01T02:15:01.029-07:00,42.94287109375,0,0
2022-04-01T02:30:01.065-07:00,42.9276123046875,0,0
2022-04-01T02:45:01.027-07:00,42.91998291015625,0,0
2022-04-01T03:00:01.047-07:00,42.889495849609375,0,0
2022-04-01T03:15:01.029-07:00,42.912353515625,0,0
2022-04-01T03:30:01.152-07:00,42.958099365234375,0,0
2022-04-01T03:45:01.020-07:00,42.94287109375,0,0
2022-04-01T04:00:01.016-07:00,42.9276123046875,0,0
2022-04-01T04:15:01.024-07:00,42.897125244140625,0,0
2022-04-01T04:30:01.014-07:00,42.874237060546875,0,0
2022-04-01T04:45:01.034-07:00,42.897125244140625,0,0
2022-04-01T05:00:01.046-07:00,42.889495849609375,0,0
2022-04-01T05:15:01.001-07:00,42.912353515625,0,0
2022-04-01T05:30:00.999-07:00,42.904754638671875,0,0
2022-04-01T05:45:01.007-07:00,42.897125244140625,0,0
2022-04-01T06:00:01.024-07:00,42.93524169921875,0,0
2022-04-01T06:15:01.010-07:00,42.91998291015625,0,0
2022-04-01T06:30:01.075-07:00,42.912353515625,0,0
2022-04-01T06:45:01.048-07:00,42.93524169921875,0,0
2022-04-01T07:00:01.049-07:00,42.980987548828125,0,0
2022-04-01T07:15:01.037-07:00,42.95050048828125,0,0
2022-04-01T07:30:01.047-07:00,42.9276123046875,0,0
2022-04-01T07:45:01.009-07:00,42.904754638671875,0,0
2022-04-01T08:00:03.265-07:00,42.881866455078125,0,0
2022-04-01T08:15:00.990-07:00,42.965728759765625,0,0
2022-04-01T08:30:01.019-07:00,43.049591064453125,0,0
2022-04-01T08:45:01.439-07:00,43.110565185546875,0,0
2022-04-01T09:00:01.132-07:00,43.08770751953125,0,0
2022-04-01T09:15:01.090-07:00,43.15631103515625,0,0
2022-04-01T09:30:01.021-07:00,43.17156982421875,0,0
2022-04-01T09:45:01.022-07:00,43.1639404296875,0,0
2022-04-01T10:00:01.024-07:00,43.110565185546875,0,0
2022-04-01T10:15:00.082-07:00,43.125823974609375,0,0
2022-04-01T10:30:01.062-07:00,43.10296630859375,0,0
2022-04-01T10:45:01.081-07:00,43.110565185546875,0,0
2022-04-01T11:00:01.014-07:00,43.10296630859375,0,0
2022-04-01T11:15:01.007-07:00,43.049591064453125,0,0
2022-04-01T11:30:01.023-07:00,43.01910400390625,0,0
2022-04-01T11:45:00.953-07:00,43.034332275390625,0,0
2022-04-01T12:00:01.056-07:00,43.141082763671875,0,0
2022-04-01T12:15:01.031-07:00,43.18682861328125,0,0
2022-04-01T12:30:01.032-07:00,43.148712158203125,0,0
2022-04-01T12:45:01.037-07:00,43.202056884765625,0,0
2022-04-01T13:00:01.054-07:00,43.17156982421875,0,0
2022-04-01T13:15:01.075-07:00,43.194427490234375,0,0
2022-04-01T13:30:01.046-07:00,43.17156982421875,0,0
2022-04-01T13:45:01.044-07:00,43.224945068359375,0,0
2022-04-01T14:00:00.094-07:00,43.202056884765625,0,0
2022-04-01T14:15:01.032-07:00,43.1639404296875,0,0
2022-04-01T14:30:00.992-07:00,43.1639404296875,0,0
2022-04-01T14:45:01.091-07:00,43.17156982421875,0,0
2022-04-01T15:00:01.039-07:00,43.247802734375,0,0
2022-04-01T15:15:01.057-07:00,43.17919921875,0,0
2022-04-01T15:30:01.000-07:00,43.194427490234375,0,0
2022-04-01T15:45:01.052-07:00,43.209686279296875,0,0
