t,v
2022-03-31T23:45-07:00,332.57032012939453
2022-04-01T00:00-07:00,332.78067779541016
2022-04-01T00:15-07:00,333.2627716064453
2022-04-01T00:30-07:00,333.7801513671875
2022-04-01T00:45-07:00,331.62925720214844
2022-04-01T01:00-07:00,331.0879898071289
2022-04-01T01:15-07:00,331.8262405395508
2022-04-01T01:30-07:00,331.96981048583984
2022-04-01T01:45-07:00,332.7521667480469
2022-04-01T02:00-07:00,332.1238784790039
2022-04-01T02:15-07:00,332.5871047973633
2022-04-01T02:30-07:00,332.80628204345703
2022-04-01T02:45-07:00,332.7734603881836
2022-04-01T03:00-07:00,332.62427520751953
2022-04-01T03:15-07:00,332.64722442626953
2022-04-01T03:30-07:00,332.00146484375
2022-04-01T03:45-07:00,332.5129165649414
2022-04-01T04:00-07:00,331.28328704833984
2022-04-01T04:15-07:00,334.1082077026367
2022-04-01T04:30-07:00,334.1117630004883
2022-04-01T04:45-07:00,333.55692291259766
2022-04-01T05:00-07:00,333.3639602661133
2022-04-01T05:15-07:00,334.7806701660156
2022-04-01T05:30-07:00,332.60900115966797
2022-04-01T05:45-07:00,332.7473907470703
2022-04-01T06:00-07:00,330.29232025146484
2022-04-01T06:15-07:00,333.21788787841797
2022-04-01T06:30-07:00,332.20983123779297
2022-04-01T06:45-07:00,331.81859588623047
2022-04-01T07:00-07:00,332.33018493652344
2022-04-01T07:15-07:00,331.5976867675781
2022-04-01T07:30-07:00,333.18709564208984
2022-04-01T07:45-07:00,331.08343505859375
2022-04-01T08:00-07:00,332.6498031616211
2022-04-01T08:15-07:00,332.2978210449219
2022-04-01T08:30-07:00,333.85277557373047
2022-04-01T08:45-07:00,332.92091369628906
2022-04-01T09:00-07:00,332.4898376464844
2022-04-01T09:15-07:00,331.8244857788086
2022-04-01T09:30-07:00,333.9981918334961
2022-04-01T09:45-07:00,334.63075256347656
2022-04-01T10:00-07:00,333.9458770751953
2022-04-01T10:15-07:00,332.4028015136719
2022-04-01T10:30-07:00,331.4645309448242
2022-04-01T10:45-07:00,330.9599380493164
2022-04-01T11:00-07:00,331.53524017333984
2022-04-01T11:15-07:00,331.7504425048828
2022-04-01T11:30-07:00,333.766845703125
2022-04-01T11:45-07:00,328.63482666015625
2022-04-01T12:00-07:00,332.51783752441406
2022-04-01T12:15-07:00,334.01942443847656
2022-04-01T12:30-07:00,333.77310943603516
2022-04-01T12:45-07:00,333.82137298583984
2022-04-01T13:00-07:00,333.22344970703125
2022-04-01T13:15-07:00,334.0670623779297
2022-04-01T13:30-07:00,332.9231719970703
2022-04-01T13:45-07:00,333.218505859375
2022-04-01T14:00-07:00,332.3356170654297
2022-04-01T14:15-07:00,331.33789825439453
2022-04-01T14:30-07:00,332.6162338256836
2022-04-01T14:45-07:00,332.1428985595703
2022-04-01T15:00-07:00,331.81031799316406
2022-04-01T15:15-07:00,332.3687973022461
2022-04-01T15:30-07:00,331.71607971191406
2022-04-01T15:45-07:00,331.77283477783203
