t,kvaA,kvaB,kvaC
2021-12-31T22:45-07:00,18722.314529281186,19360.86392700491,7265.375787482251
2021-12-31T23:00-07:00,16207.376756691176,16835.53384956949,6985.9382571944725
2021-12-31T23:15-07:00,16766.251817266733,17396.718311221804,6706.500726906694
2021-12-31T23:30-07:00,15927.939226403396,16870.174865720866,7000.372013924213
2021-12-31T23:45-07:00,17604.56440813007,18557.192352292954,7265.375787482251
2022-01-01T00:00-07:00,17568.191341171125,18200.967236202952,6971.504500464732
2022-01-01T00:15-07:00,17010.470981133945,17677.310542047962,6985.9382571944725
2022-01-01T00:30-07:00,17045.68934755451,17677.310542047962,6985.9382571944725
2022-01-01T00:45-07:00,16452.750621096766,17080.90771397508,6971.504500464732
2022-01-01T01:00-07:00,16486.814286978955,17116.126080395647,6706.500726906694
2022-01-01T01:15-07:00,17045.68934755451,17713.68360900691,7000.372013924213
2022-01-01T01:30-07:00,17080.90771397508,17432.514027911562,7000.372013924213
2022-01-01T01:45-07:00,17080.90771397508,17994.853190102258,7000.372013924213
2022-01-01T02:00-07:00,18163.439468705626,18519.087234526436,7544.81331777003
2022-01-01T02:15-07:00,17325.126877842293,17396.718311221804,7265.375787482251
2022-01-01T02:30-07:00,17045.68934755451,17116.126080395647,6706.500726906694
2022-01-01T02:45-07:00,15927.939226403396,15993.757157091013,6706.500726906694
2022-01-01T03:00-07:00,17325.126877842293,17677.310542047962,6985.9382571944725
2022-01-01T03:15-07:00,16173.890441078178,16274.349387917173,6985.9382571944725
2022-01-01T03:30-07:00,16766.251817266733,16835.53384956949,6985.9382571944725
2022-01-01T03:45-07:00,18163.439468705626,18519.087234526436,6985.9382571944725
2022-01-01T04:00-07:00,15895.030261059588,15993.757157091013,6706.500726906694
2022-01-01T04:15-07:00,17010.470981133945,17080.90771397508,6692.644320446142
2022-01-01T04:30-07:00,18125.9117012083,18200.967236202952,6971.504500464732
2022-01-01T04:45-07:00,16418.68695521458,16207.376756691176,6957.070743734991
2022-01-01T05:00-07:00,16696.969784963978,16766.251817266733,6678.787913985591
2022-01-01T05:15-07:00,16418.68695521458,16486.814286978955,6678.787913985591
