t,vu
2021-12-31T22:45-07:00,0.06248928177946132
2021-12-31T23:00-07:00,0.4368861099115657
2021-12-31T23:15-07:00,0.17152754162700146
2021-12-31T23:30-07:00,0.14031947964245717
2021-12-31T23:45-07:00,0.5164324147979705
2022-01-01T00:00-07:00,0.2824863492270225
2022-01-01T00:15-07:00,0.42233883843930287
2022-01-01T00:30-07:00,0.20309374150319548
2022-01-01T00:45-07:00,0.09398591936906309
2022-01-01T01:00-07:00,0.3748818975202802
2022-01-01T01:15-07:00,0.6402234206921322
2022-01-01T01:30-07:00,0.4985219251376471
2022-01-01T01:45-07:00,0.1715299168984801
2022-01-01T02:00-07:00,0.3586446026428518
2022-01-01T02:15-07:00,0.40714157198021855
2022-01-01T02:30-07:00,0.29659837377892173
2022-01-01T02:45-07:00,0.4229342469995292
2022-01-01T03:00-07:00,0.2820879226673724
2022-01-01T03:15-07:00,0.4383223291141635
2022-01-01T03:30-07:00,0.14051665187719556
2022-01-01T03:45-07:00,0.140714379011292
2022-01-01T04:00-07:00,0.486122948749307
2022-01-01T04:15-07:00,0.6111909122754351
2022-01-01T04:30-07:00,0.36033260861058475
2022-01-01T04:45-07:00,0.3610703784217835
2022-01-01T05:00-07:00,0.4708121897609939
2022-01-01T05:15-07:00,0.2514127626821418
2022-01-01T05:30-07:00,0.470364491510914
2022-01-01T05:45-07:00,0.26645481025911943
2022-01-01T06:00-07:00,0.5497070453882172
2022-01-01T06:15-07:00,0.6737680685569557
2022-01-01T06:30-07:00,0.3450434327450407
2022-01-01T06:45-07:00,0.2975714865920408
2022-01-01T07:00-07:00,0.10879654256800948
2022-01-01T07:15-07:00,0.14051665187719556
2022-01-01T07:30-07:00,0.2329939813107477
2022-01-01T07:45-07:00,0.5304226451284658
2022-01-01T08:00-07:00,0.3889839849424495
2022-01-01T08:15-07:00,0.12427960179609483
2022-01-01T08:30-07:00,0.0
2022-01-01T08:45-07:00,0.10896827734776783
2022-01-01T09:00-07:00,0.2638541361134703
2022-01-01T09:15-07:00,0.2484843643387565
2022-01-01T09:30-07:00,0.37470631595003795
2022-01-01T09:45-07:00,0.2643417374676264
2022-01-01T10:00-07:00,0.3891656233454003
2022-01-01T10:15-07:00,0.43627345566279263
2022-01-01T10:30-07:00,0.23342670734062454
2022-01-01T10:45-07:00,0.15523366400594604
2022-01-01T11:00-07:00,0.49782156331851607
2022-01-01T11:15-07:00,0.31104199066873583
2022-01-01T11:30-07:00,0.26422322399100073
2022-01-01T11:45-07:00,0.24814226965445116
2022-01-01T12:00-07:00,0.15552099533437455
2022-01-01T12:15-07:00,0.3427878149844494
2022-01-01T12:30-07:00,0.04657709189798851
2022-01-01T12:45-07:00,0.12424100024101632
2022-01-01T13:00-07:00,0.32725667967940386
2022-01-01T13:15-07:00,0.09328452924880232
2022-01-01T13:30-07:00,0.4356601534563582
2022-01-01T13:45-07:00,0.15549443814652622
2022-01-01T14:00-07:00,0.31133249867631224
